Gene_name	Comment	Keyword
PSG9	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSMA1	centrosome	Centrosome
PSMB5	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
PTK2B	A majority of the normal tissues displayed moderate cytoplasmic and nuclear staining. The adrenal gland showed strong nuclear staining in subsets of cells while the fallopian tube displayed strong staining in cilia. Liver, glial cells, myocytes and lymphoid cells outside the reaction centra were weakly stained or negative.	Cilia
PTMA	Most normal tissues showed moderate to strong cytoplasmic positivity. Cilia in respiratory epithelia and fallopian tube were distinctly stained. Additional nuclear staining was observed in squamous epithelia, cervix, adrenal glands, nasopharynx, breast, epididymis and thyroid glands.	Cilia
PTPRA	Most normal tissues displayed moderate cytoplasmic staining. Strong immunoreactivity was observed in skeletal muscle, heart and cilia of respiratory epithelium and fallopian tube. The spleen, parathyroid, liver and most glial cells were weakly stained or negative.	Cilia
PTPRCAP	Lymphoid tissues and paneth cells in small intestine displayed strong cytoplasmic immunoreactivity. A fraction of cilia in respiratory epithelial tract and fallopian tube showed distinct staining. Moderate cytoplasmic positivity was observed in hematopoietic cells, heart and skeletal muscle cells. Remaining normal tissues were negative.	Cilia
PXN	Mainly localized to the focal adhesion sites. In addition localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
QRICH2	Expression in sperm flagella.,Strong positivity was observed in sperm flagella in testis and epididymis. Remaining normal tissues were negative.	Flagella
QRSL1	Mainly localized to vesicles. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
RAB22A	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
RAB23	Normal tissues generally displayed moderate cytoplasmic positivity with additional membranous staining. Strong staining was for example observed in ciliated cells and muscle. Lymphoid cells were weakly stained or negative.<br>centrosome,centrosome,centrosome<br>Normal tissues generally displayed moderate cytoplasmic positivity with additional membranous staining. Strong staining was for example observed in ciliated cells and muscle. Lymphoid cells were weakly stained or negative.<br>centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
RAB26	Mainly localized to the plasma membrane & vesicles. In addition localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
RAB3A	Mainly localized to the nucleoplasm. In addition localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
RAB3GAP1	centrosome	Centrosome
RABL2A	Mainly localized to the centrosome. In addition localized to vesicles.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Centrosome
RABL2B	Mainly localized to the centrosome. In addition localized to vesicles.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Centrosome
RABL6	Mainly localized to the cytosol. In addition localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
RAPGEF2	Localized to the nucleoplasm, centrosome & vesicles.,centrosome,centrosome,centrosome,centrosome	Centrosome
RAPGEF6	Mainly localized to the cytosol. In addition localized to the centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome	Centrosome
RAPSN	Localized to the plasma membrane, cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
RASA1	Strong cytoplasmic staining was found in trophoblastic cells and ciliated cells. Remaining tissues were in general negative.	Cilia
RASGEF1A	Smooth muscle and a subset of glial cells displayed strong cytoplasmic immunoreactivity. Cilia in airway epithelium and fallopian tube was distinctly stained. Moderate staining was observed in exocrine pancreas and adrenal cortex. Remaining normal cells were weakly stained or negative.	Cilia
RBKS	The small intestine, renal tubules, ciliated cells, hepatocytes and basal cells in seminiferous ducts were strongly stained. Squamous epithelia, male genitalia, glial cells, muscle and lymphoid tissues were mainly negative.	Cilia
RETNLB	Moderate to strong cytoplasmic or membranous staining was observed in gastrointestinal tract including rectum. Additional positivity was observed in cilia.	Cilia
RFPL4A	Localized to the cytosol & centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Centrosome
RFPL4AL1	Localized to the cytosol & centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Centrosome
RFX6	Enteroendocrine cells and pancreatic islets displayed strong cytoplasmic positivity. Ciliated epithelia of respiratory tract and fallopian tube were distinctly stained. Fraction of neuronal cells and Leydig cells showed moderate cytoplasmic staining. Remaining normal cells were weakly stained or negative.	Cilia
RGL4	Localized to the centrosome.,centrosome,centrosome	Centrosome
RGS17	The majority of normal tissues showed weak to moderate nuclear positivity. Cilia of respiratory epithelia and fallopian tube were moderately stained. Subset of cells in seminiferous ducts of testis displayed strong nuclear staining. Cells of CNS, liver, ovary, smooth muscle and lymphoid tissues were generally negative.	Cilia
RHBDL1	Normal tissue showed moderate to strong cytoplasmic positivity. Cilia of respiratory epithelia and fallopian tube were distinctly stained. Lymphoid tissues and glial cells were negative.	Cilia
RHEBL1	Mainly localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
RHOU	Most normal tissues displayed weak to moderate cytoplasmic positivity. Cilia in respiratory epithelia and fallopian tube were strongly stained. Liver, neuronal cells, spleen, adipocytes and hematopoietic cells were negative.	Cilia
RIBC2	Cilia in respiratory tract and fallopian tube displayed strong positivity. Distinct cytoplasmic staining was observed in submucosal ganglia of the intestine. Furthermore, strong positivity was found in neuroendocrine cells of the gastrointestinal tract. Moderate cytoplasmic staining was found in salivary ducts, breast, heart muscle and a subset of cells in CNS. Remaining normal cells were in general negative.	Cilia
RIIAD1	Distinct expression in cilia of fallopian tube and respiratory epithelium.,Cilia in respiratory epithelium and fallopian tubes displayed distinct staining. Follicle in ovary, adrenal gland along with fraction of cells in gallbladder and salivary glands exhibited moderate immunoreactivity. Other normal tissues were negative.	Cilia
RINT1	A majority of the normal tissues displayed weak to moderate cytoplasmic positivity. Strong staining was seen in Purkinje cells and in ciliated cells of bronchus and fallopian tubes. Squamous epithelia, bile duct cells and lymphoid tissues were negative.	Cilia
RLBP1	Mainly localized to the cytosol. In addition localized to the nucleoplasm & centrosome.,centrosome,centrosome	Centrosome
RMDN1	Mainly localized to the centrosome. In addition localized to the actin filaments.,centrosome,centrosome,centrosome,centrosome	Centrosome
RNASE2	Subsets of cells in bode marrow and red pulp of spleen along with renal tubules displayed strong cytoplasmic positivity. Distinct membranous staining was observed in ciliated cells of respiratory epithelia and fallopian tube. Remaining normal tissues were negative.	Cilia
RNF39	Localized to the plasma membrane, centrosome & vesicles.,centrosome,centrosome,centrosome,centrosome	Centrosome
RNH1	Most normal cells showed moderate cytoplasmic staining with additional nuclear positivity in several cases. Membranous positivity was observed in ciliated cells. The liver, pancreas, breast, small intestine, endometrial glands, glial cells and lymphoid tissues were weakly stained or negative.	Cilia
ROPN1	Expressed in sperm flagella.	Flagella
ROPN1B	Expressed in sperm flagella.	Flagella
ROPN1L	Expression in cells of seminiferous ducts and cilia of fallopian tube, respiratory tract and uterus.,Ciliated cells of fallopian tube and respiratory epithelia were distinctly stained. Goblet cells of intestinal tract and subset of cells in seminiferous ducts exhibited moderate cytoplasmic positivity. Squamous epithelia displayed weak to moderate  staining. Remaining normal tissues negative.,Cilia of respiratory tract and fallopian tube along with a subset of cells in uterine gland showed strong positivity. A subset of cells in intestinal tract exhibited strong cytoplasmic staining while renal tubules and cells in seminiferus ducts displayed moderate immunoreactivity. Remaining normal tissues were negative.	Cilia
RPGRIP1	Cytoplasmic expression in photoreceptor cells. Additional expression in flagella in testis and in cilia in fallopian tube, endometrial glands and respiratory epithelia.,Strong cytoplasmic positivity was observed in segments of photoreceptor cells in retina. Flagella of spermatozoa and in cilia of fallopian tube, respiratory epithelia and endometrial glands were distinctly stained. Subsets of renal tubules showed moderate cytoplasmic immunoreactivity. Remaining tissues were weakly stained or negative.<br>Cytoplasmic expression in photoreceptor cells. Additional expression in flagella in testis and in cilia in fallopian tube, endometrial glands and respiratory epithelia.,Strong cytoplasmic positivity was observed in segments of photoreceptor cells in retina. Flagella of spermatozoa and in cilia of fallopian tube, respiratory epithelia and endometrial glands were distinctly stained. Subsets of renal tubules showed moderate cytoplasmic immunoreactivity. Remaining tissues were weakly stained or negative.<br>Cytoplasmic expression in photoreceptor cells. Additional expression in flagella in testis and in cilia in fallopian tube, endometrial glands and respiratory epithelia.,Strong cytoplasmic positivity was observed in segments of photoreceptor cells in retina. Flagella of spermatozoa and in cilia of fallopian tube, respiratory epithelia and endometrial glands were distinctly stained. Subsets of renal tubules showed moderate cytoplasmic immunoreactivity. Remaining tissues were weakly stained or negative.<br>Cytoplasmic expression in photoreceptor cells. Additional expression in flagella in testis and in cilia in fallopian tube, endometrial glands and respiratory epithelia.,Strong cytoplasmic positivity was observed in segments of photoreceptor cells in retina. Flagella of spermatozoa and in cilia of fallopian tube, respiratory epithelia and endometrial glands were distinctly stained. Subsets of renal tubules showed moderate cytoplasmic immunoreactivity. Remaining tissues were weakly stained or negative.	Cilia<br>Cilia<br>Flagella<br>Flagella
