Gene_name,row_names,Publication,Gene_ID,Pub_number
IFT172,14008,Li et al.,IFT172,18
IFT172,14009,Ostrowski et al.,Q9UG01,20
IFT172,14010,Pazour et al.,IFT172,21
IFT172,14011,Ross et al.,IFT172,22
IFT172,14012,Semil P. Choksi et al.,IFT172,23
IFT172,14013,SYSCILIA Gold Standard (van Dam TJ et al.),IFT172,24
IFT172,14014,David K. Breslow et al.,IFT172,25
IFT172,14015,Liu et al.,IFT172,28
IFT172,14016,McClintock et al.,IFT172,29
IFT172,14017,Monika-Abedin-Sigg et al.,IFT172,30
IFT172,14018,Ramona A. Hoh et al.,IFT172,31
IFT172,14019,Merchant et al.,IFT172,35
IFT172,14020,Lauwaet T. et al.,GL50803_17105-t26_1,40
IFT172,14021,Geremek M. et al. 2011,IFT172,41
IFT172,14022,Ishikawa H. et al,IFT172,48
IFT172,14023,Fritz-Laylin L.K. et Cande,IFT172,49
IFT172,14024,Mayer et al. 2008,IFT172,51
IFT172,14025,Hodges ME. et al.,IFT172,38
IFT172,14026,Blacque et al._xbox,T27B1.1,54
IFT172,14027,Arnaiz O. et al.,GSPATT00013914001,53
IFT172,14028,May et al.,Ift172,56
IFT172,14029,Roosing et al.,IFT172,57
IFT172,14030,Breslow et al.,Ift172,58
IFT20,14031,Efimenko et al.,IFT20,2
IFT20,14032,Laurençon et al.,IFT20,7
IFT20,14033,Alexander E. Ivliev et al,IFT20,8
IFT20,14034,Cilia Carta (TJP van Dam et al.),IFT20,13
IFT20,14035,Dey G et al.,IFT20,14
IFT20,14036,GO CC Cilium,IFT20,15
IFT20,14037,Karsten Boldt et al.,IFT20,16
IFT20,14038,Pazour et al.,IFT20,21
IFT20,14039,SYSCILIA Gold Standard (van Dam TJ et al.),IFT20,24
IFT20,14040,David K. Breslow et al.,IFT20,25
IFT20,14041,Liu et al.,IFT20,28
IFT20,14042,McClintock et al.,IFT20,29
IFT20,14043,Monika-Abedin-Sigg et al.,IFT20,30
IFT20,14044,Merchant et al.,IFT20,35
IFT20,14045,Nogales-Cadenas R. et al.,ENSG00000109083,46
IFT20,14046,Hodges ME. et al.,IFT20,38
IFT20,14047,Ishikawa H. et al,IFT20,48
IFT20,14048,Fritz-Laylin L.K. et Cande,IFT20,49
IFT20,14049,Marshall et al.,Ift20,55
IFT20,14050,Blacque et al._xbox,Y110A7A.20,54
IFT20,14051,Breslow et al.,Ift20,58
IFT22,14052,Efimenko et al.,IFT22,2
IFT22,14053,Phirke et al.,IFT22,3
IFT22,14054,Alexander E. Ivliev et al,IFT22,8
IFT22,14055,Chen et al.,IFT22,12
IFT22,14056,GO CC Cilium,IFT22,15
IFT22,14057,Karsten Boldt et al.,IFT22,16
IFT22,14058,Ostrowski et al.,Q9H7X7,20
IFT22,14059,Ostrowski et al.,AAH04522,20
IFT22,14060,Pazour et al.,IFT22,21
IFT22,14061,Ross et al.,IFT22,22
IFT22,14062,David K. Breslow et al.,IFT22,25
IFT22,14063,Liu et al.,IFT22,28
IFT22,14064,McClintock et al.,IFT22,29
IFT22,14065,Monika-Abedin-Sigg et al.,IFT22,30
IFT22,14066,Merchant et al.,IFT22,35
IFT22,14067,Geremek M. et al. 2014,IFT22,42
IFT22,14068,Ishikawa H. et al,IFT22,48
IFT22,14069,Fritz-Laylin L.K. et Cande,IFT22,49
IFT22,14070,Yano J. et al.,IFT22,50
IFT22,14071,Hodges ME. et al.,FAP9,38
IFT22,14072,Blacque et al._sage,T28F3.6,59
IFT22,14073,May et al.,Ift22,56
IFT22,14074,Roosing et al.,IFT22,57
IFT22,23114,Cilia Carta (TJP van Dam et al.),RABL5,13
IFT22,23115,Dey G et al.,RABL5,14
IFT22,23116,Lambacher N. et al.,RABL5,17
IFT22,23117,Semil P. Choksi et al.,RABL5,23
IFT22,23118,SYSCILIA Gold Standard (van Dam TJ et al.),RABL5,24
IFT27,14075,Alexander E. Ivliev et al,IFT27,8
IFT27,14076,Cilia Carta (TJP van Dam et al.),IFT27,13
IFT27,14077,Dey G et al.,IFT27,14
IFT27,14078,GO CC Cilium,IFT27,15
IFT27,14079,Karsten Boldt et al.,IFT27,16
IFT27,14080,Lambacher N. et al.,IFT27,17
IFT27,14081,Ostrowski et al.,O60897,20
IFT27,14082,Ostrowski et al.,AAH00566,20
IFT27,14083,Pazour et al.,IFT27,21
IFT27,14084,Ross et al.,IFT27,22
IFT27,14085,Semil P. Choksi et al.,IFT27,23
IFT27,14086,SYSCILIA Gold Standard (van Dam TJ et al.),IFT27,24
IFT27,14087,David K. Breslow et al.,IFT27,25
IFT27,14088,Gabrielle Wheway,IFT27,27
IFT27,14089,Liu et al.,IFT27,28
IFT27,14090,McClintock et al.,IFT27,29
IFT27,14091,Monika-Abedin-Sigg et al.,IFT27,30
IFT27,14092,Merchant et al.,IFT27,35
IFT27,14093,Ishikawa H. et al,IFT27,48
IFT27,14094,Hodges ME. et al.,FAP156,38
IFT27,14095,Arnaiz O. et al.,GSPATT00008370001,53
IFT27,14096,May et al.,Ift27,56
IFT27,14097,Breslow et al.,Ift27,58
IFT43,14098,Alexander E. Ivliev et al,IFT43,8
IFT43,14099,Cilia Carta (TJP van Dam et al.),IFT43,13
IFT43,14100,GO CC Cilium,IFT43,15
IFT43,14101,Karsten Boldt et al.,IFT43,16
IFT43,14102,Lambacher N. et al.,IFT43,17
IFT43,14103,Li et al.,IFT43,18
IFT43,14104,Pazour et al.,IFT43,21
IFT43,14105,Ross et al.,IFT43,22
IFT43,14106,SYSCILIA Gold Standard (van Dam TJ et al.),IFT43,24
IFT43,14107,David K. Breslow et al.,IFT43,25
IFT43,14108,McClintock et al.,IFT43,29
IFT43,14109,Boesger J et al.,IFT43,37
IFT43,14110,May et al.,Ift43,56
IFT43,14111,Breslow et al.,Ift43,58
IFT46,14112,Laurençon et al.,IFT46,7
IFT46,14113,Alexander E. Ivliev et al,IFT46,8
IFT46,14114,Cilia Carta (TJP van Dam et al.),IFT46,13
IFT46,14115,Dey G et al.,IFT46,14
IFT46,14116,GO CC Cilium,IFT46,15
IFT46,14117,Karsten Boldt et al.,IFT46,16
IFT46,14118,Lambacher N. et al.,IFT46,17
IFT46,14119,Li et al.,IFT46,18
IFT46,14120,Ostrowski et al.,Q9NQC8,20
IFT46,14121,Pazour et al.,IFT46,21
IFT46,14122,Ross et al.,IFT46,22
IFT46,14123,SYSCILIA Gold Standard (van Dam TJ et al.),IFT46,24
IFT46,14124,David K. Breslow et al.,IFT46,25
IFT46,14125,Liu et al.,IFT46,28
IFT46,14126,McClintock et al.,IFT46,29
IFT46,14127,Monika-Abedin-Sigg et al.,IFT46,30
IFT46,14128,Merchant et al.,IFT46,35
IFT46,14129,Geremek M. et al. 2011,IFT46,41
IFT46,14130,Ishikawa H. et al,IFT46,48
IFT46,14131,Fritz-Laylin L.K. et Cande,IFT46,49
IFT46,14132,Marshall et al.,Ift46,55
IFT46,14133,Hodges ME. et al.,FAP32,38
IFT46,14134,May et al.,Ift46,56
IFT46,14135,Breslow et al.,Ift46,58
IFT52,14136,Efimenko et al.,IFT52,2
IFT52,14137,Phirke et al.,IFT52,3
IFT52,14138,Bechstedt et al.,IFT52,5
IFT52,14139,Alexander E. Ivliev et al,IFT52,8
IFT52,14140,Chen et al.,IFT52,12
IFT52,14141,Cilia Carta (TJP van Dam et al.),IFT52,13
IFT52,14142,Dey G et al.,IFT52,14
IFT52,14143,GO CC Cilium,IFT52,15
IFT52,14144,Karsten Boldt et al.,IFT52,16
IFT52,14145,Lambacher N. et al.,IFT52,17
IFT52,14146,Ostrowski et al.,AF151811,20
IFT52,14147,Pazour et al.,IFT52,21
IFT52,14148,SYSCILIA Gold Standard (van Dam TJ et al.),IFT52,24
IFT52,14149,David K. Breslow et al.,IFT52,25
IFT52,14150,David U. Mick et al.,IFT52,26
IFT52,14151,Liu et al.,IFT52,28
IFT52,14152,McClintock et al.,IFT52,29
IFT52,14153,Monika-Abedin-Sigg et al.,IFT52,30
IFT52,14154,Merchant et al.,IFT52,35
IFT52,14155,Ishikawa H. et al,IFT52,48
IFT52,14156,Fritz-Laylin L.K. et Cande,IFT52,49
IFT52,14157,Marshall et al.,Ift52,55
IFT52,14158,Blacque et al._xbox,R31.3,54
IFT52,14159,Blacque et al._sage,R31.3,59
IFT52,14160,May et al.,Ift52,56
IFT52,14161,Breslow et al.,Ift52,58
IFT57,14162,Efimenko et al.,IFT57,2
IFT57,14163,Phirke et al.,IFT57,3
IFT57,14164,Bechstedt et al.,IFT57,5
IFT57,14165,Laurençon et al.,IFT57,7
IFT57,14166,Alexander E. Ivliev et al,IFT57,8
IFT57,14167,Cilia Carta (TJP van Dam et al.),IFT57,13
IFT57,14168,Dey G et al.,IFT57,14
IFT57,14169,GO CC Cilium,IFT57,15
IFT57,14170,Karsten Boldt et al.,IFT57,16
IFT57,14171,Lambacher N. et al.,IFT57,17
IFT57,14172,Li et al.,IFT57,18
IFT57,14173,Ostrowski et al.,AAK13588,20
IFT57,14174,Pazour et al.,IFT57,21
IFT57,14175,Ross et al.,IFT57,22
IFT57,14176,SYSCILIA Gold Standard (van Dam TJ et al.),IFT57,24
IFT57,14177,David K. Breslow et al.,IFT57,25
IFT57,14178,David U. Mick et al.,IFT57,26
IFT57,14179,Liu et al.,IFT57,28
IFT57,14180,McClintock et al.,IFT57,29
IFT57,14181,Monika-Abedin-Sigg et al.,IFT57,30
IFT57,14182,Merchant et al.,IFT57,35
IFT57,14183,Lauwaet T. et al.,GL50803_14713-t26_1,40
IFT57,14184,Geremek M. et al. 2011,IFT57,41
IFT57,14185,Geremek M. et al. 2014,IFT57,42
IFT57,14186,Ishikawa H. et al,IFT57,48
IFT57,14187,Fritz-Laylin L.K. et Cande,IFT57,49
IFT57,14188,Hodges ME. et al.,IFT57,38
IFT57,14189,Blacque et al._xbox,F59C6.7,54
IFT57,14190,Blacque et al._sage,F59C6.7,59
IFT57,14191,May et al.,Ift57,56
IFT57,14192,Breslow et al.,Ift57,58
IFT74,14193,Phirke et al.,IFT74,3
IFT74,14194,Alexander E. Ivliev et al,IFT74,8
IFT74,14195,Chen et al.,IFT74,12
IFT74,14196,Cilia Carta (TJP van Dam et al.),IFT74,13
IFT74,14197,Dey G et al.,IFT74,14
IFT74,14198,GO CC Cilium,IFT74,15
IFT74,14199,Karsten Boldt et al.,IFT74,16
IFT74,14200,Lambacher N. et al.,IFT74,17
IFT74,14201,Pazour et al.,IFT74,21
IFT74,14202,Ross et al.,IFT74,22
IFT74,14203,SYSCILIA Gold Standard (van Dam TJ et al.),IFT74,24
IFT74,14204,David K. Breslow et al.,IFT74,25
IFT74,14205,David U. Mick et al.,IFT74,26
IFT74,14206,Liu et al.,IFT74,28
IFT74,14207,McClintock et al.,IFT74,29
IFT74,14208,Monika-Abedin-Sigg et al.,IFT74,30
IFT74,14209,Ramona A. Hoh et al.,IFT74,31
IFT74,14210,Merchant et al.,IFT74,35
IFT74,14211,Geremek M. et al. 2011,IFT74,41
IFT74,14212,Nogales-Cadenas R. et al.,ENSG00000096872,46
IFT74,14213,Ishikawa H. et al,IFT74,48
IFT74,14214,Marshall et al.,Ift74,55
IFT74,14215,Hodges ME. et al.,IFT74,38
IFT74,14216,Arnaiz O. et al.,GSPATT00005252001,53
IFT74,14217,May et al.,Ift74,56
IFT74,14218,Roosing et al.,IFT74,57
IFT74,14219,Breslow et al.,Ift74,58
IFT80,14220,Efimenko et al.,IFT80,2
IFT80,14221,Phirke et al.,IFT80,3
IFT80,14222,Alexander E. Ivliev et al,IFT80,8
IFT80,14223,Chen et al.,IFT80,12
IFT80,14224,Cilia Carta (TJP van Dam et al.),IFT80,13
IFT80,14225,Dey G et al.,IFT80,14
IFT80,14226,GO CC Cilium,IFT80,15
IFT80,14227,Karsten Boldt et al.,IFT80,16
IFT80,14228,Lambacher N. et al.,IFT80,17
IFT80,14229,Li et al.,IFT80,18
IFT80,14230,Mayer et al. 2009,IFT80,19
IFT80,14231,Ostrowski et al.,Q9P2H3,20
IFT80,14232,Ostrowski et al.,BAA92612,20
IFT80,14233,Pazour et al.,IFT80,21
IFT80,14234,Semil P. Choksi et al.,IFT80,23
IFT80,14235,SYSCILIA Gold Standard (van Dam TJ et al.),IFT80,24
IFT80,14236,David K. Breslow et al.,IFT80,25
IFT80,14237,David U. Mick et al.,IFT80,26
IFT80,14238,Liu et al.,IFT80,28
IFT80,14239,McClintock et al.,IFT80,29
IFT80,14240,Monika-Abedin-Sigg et al.,IFT80,30
IFT80,14241,Merchant et al.,IFT80,35
IFT80,14242,Nogales-Cadenas R. et al.,ENSG00000068885,46
IFT80,14243,Ishikawa H. et al,IFT80,48
IFT80,14244,Fritz-Laylin L.K. et Cande,IFT80,49
IFT80,14245,Mayer et al. 2008,IFT80,51
IFT80,14246,Hodges ME. et al.,IFT80,38
IFT80,14247,Blacque et al._xbox,F38G1.1,54
IFT80,14248,May et al.,Ift80,56
IFT80,14249,Roosing et al.,IFT80,57
IFT80,14250,Breslow et al.,Ift80,58
Ift81,14251,Ostrowski et al.,O35594,20
IFT81,14252,Alexander E. Ivliev et al,IFT81,8
IFT81,14253,Chen et al.,IFT81,12
IFT81,14254,Cilia Carta (TJP van Dam et al.),IFT81,13
IFT81,14255,Dey G et al.,IFT81,14
IFT81,14256,GO CC Cilium,IFT81,15
IFT81,14257,Karsten Boldt et al.,IFT81,16
IFT81,14258,Lambacher N. et al.,IFT81,17
IFT81,14259,Li et al.,IFT81,18
IFT81,14260,Ostrowski et al.,Q9UNY8,20
IFT81,14261,Pazour et al.,IFT81,21
IFT81,14262,Ross et al.,IFT81,22
IFT81,14263,SYSCILIA Gold Standard (van Dam TJ et al.),IFT81,24
IFT81,14264,David K. Breslow et al.,IFT81,25
IFT81,14265,David U. Mick et al.,IFT81,26
IFT81,14266,Liu et al.,IFT81,28
IFT81,14267,McClintock et al.,IFT81,29
IFT81,14268,Monika-Abedin-Sigg et al.,IFT81,30
IFT81,14269,Ramona A. Hoh et al.,IFT81,31
IFT81,14270,Merchant et al.,IFT81,35
IFT81,14271,Jakobsen L. et al.,IFT81,43
IFT81,14272,Nogales-Cadenas R. et al.,ENSG00000122970,46
IFT81,14273,Ishikawa H. et al,IFT81,48
IFT81,14274,Fritz-Laylin L.K. et Cande,IFT81,49
IFT81,14275,Hodges ME. et al.,IFT81,38
IFT81,14276,Blacque et al._xbox,F32A6.2,54
IFT81,14277,May et al.,Ift81,56
IFT81,14278,Breslow et al.,Ift81,58
IFT88,14279,Efimenko et al.,IFT88,2
IFT88,14280,Phirke et al.,IFT88,3
IFT88,14281,Alexander E. Ivliev et al,IFT88,8
IFT88,14282,Chen et al.,IFT88,12
IFT88,14283,Cilia Carta (TJP van Dam et al.),IFT88,13
IFT88,14284,Dey G et al.,IFT88,14
IFT88,14285,GO CC Cilium,IFT88,15
IFT88,14286,Karsten Boldt et al.,IFT88,16
IFT88,14287,Lambacher N. et al.,IFT88,17
IFT88,14288,Li et al.,IFT88,18
IFT88,14289,Ostrowski et al.,Q13099,20
IFT88,14290,Pazour et al.,IFT88,21
IFT88,14291,Ross et al.,IFT88,22
IFT88,14292,Semil P. Choksi et al.,IFT88,23
IFT88,14293,SYSCILIA Gold Standard (van Dam TJ et al.),IFT88,24
IFT88,14294,David K. Breslow et al.,IFT88,25
IFT88,14295,David U. Mick et al.,IFT88,26
IFT88,14296,Gabrielle Wheway,IFT88,27
IFT88,14297,Liu et al.,IFT88,28
IFT88,14298,McClintock et al.,IFT88,29
IFT88,14299,Monika-Abedin-Sigg et al.,IFT88,30
IFT88,14300,Merchant et al.,IFT88,35
IFT88,14301,Geremek M. et al. 2014,IFT88,42
IFT88,14302,Ishikawa H. et al,IFT88,48
IFT88,14303,Fritz-Laylin L.K. et Cande,IFT88,49
IFT88,14304,Marshall et al.,Ift88,55
IFT88,14305,Hodges ME. et al.,IFT88,38
IFT88,14306,Blacque et al._xbox,Y41G9A.1,54
IFT88,14307,Blacque et al._sage,Y41G9A.1,59
IFT88,14308,May et al.,Ift88,56
IFT88,14309,Roosing et al.,IFT88,57
IFT88,14310,Breslow et al.,Ift88,58
IFTAP,3156,Alexander E. Ivliev et al,C11orf74,8
IFTAP,3157,Bayesian (TJP van Dam et al.),C11orf74,11
IFTAP,3158,Cilia Carta (TJP van Dam et al.),C11orf74,13
IFTAP,3159,Lambacher N. et al.,C11orf74,17
IFTAP,3160,Ross et al.,C11orf74,22
IFTAP,3161,Geremek M. et al. 2011,C11orf74,41
IFTAP,3162,Marshall et al.,B230118H07Rik,55
IGBP1,14311,Bayesian (TJP van Dam et al.),IGBP1,11
IGBP1,14312,Cilia Carta (TJP van Dam et al.),IGBP1,13
IGBP1,14313,Liu et al.,IGBP1,28
IGBP1,14314,May et al.,Igbp1,56
IGDCC4,14315,Blacque et al._xbox,C25G4.10,54
IGF1R,14316,McClintock et al.,IGF1R,29
IGF2,14317,Ross et al.,IGF2,22
IGF2BP1,14318,Hannah Müller et al.,IGF2BP1,6
IGF2BP2,14319,Hannah Müller et al.,IGF2BP2,6
IGF2BP3,14320,Hannah Müller et al.,IGF2BP3,6
IGF2BP3,14321,Ross et al.,IGF2BP3,22
IGF2R,14322,Mayer et al. 2009,IGF2R,19
IGF2R,14323,Mayer et al. 2008,IGF2R,51
IGFALS,14324,Phirke et al.,IGFALS,3
IGFALS,14325,Blacque et al._xbox,F37E3.2,54
IGFBP2,14326,Alexander E. Ivliev et al,IGFBP2,8
IGFBP4,14327,Nogales-Cadenas R. et al.,ENSG00000141753,46
IGFBP5,14328,Alexander E. Ivliev et al,IGFBP5,8
IGFBP5,14329,Ross et al.,IGFBP5,22
IGFBP5,14330,Geremek M. et al. 2014,IGFBP5,42
IGFBP6,14331,Ross et al.,IGFBP6,22
IGFBP7,14332,Alexander E. Ivliev et al,IGFBP7,8
IGFBP7,14333,McClintock et al.,IGFBP7,29
IGFBP7,14334,Geremek M. et al. 2011,IGFBP7,41
IGFBPL1,14335,Alexander E. Ivliev et al,IGFBPL1,8
IGFL3,14336,Broadhead et al.,IGFL3,32
IGHA2,14337,Karsten Boldt et al.,IGHA2,16
IGHG4,14338,Karsten Boldt et al.,IGHG4,16
IGHMBP2,14339,Gabrielle Wheway,IGHMBP2,27
IGIP,14340,Alexander E. Ivliev et al,IGIP,8
IGLON5,14341,Marshall et al.,Iglon5,55
IGSF1,14342,Alexander E. Ivliev et al,IGSF1,8
IGSF11,14343,Ramona A. Hoh et al.,IGSF11,31
IGSF6,14344,Gabrielle Wheway,IGSF6,27
IGSF8,14345,Mayer et al. 2009,IGSF8,19
IGSF8,14346,Mayer et al. 2008,IGSF8,51
IK,14347,Alexander E. Ivliev et al,IK,8
IK,14348,Gabrielle Wheway,IK,27
IK,14349,McClintock et al.,IK,29
IKBIP,14350,Karsten Boldt et al.,IKBIP,16
IKBIP,14351,Ross et al.,IKBIP,22
IKBKB,14352,Nogales-Cadenas R. et al.,ENSG00000104365,46
IKBKE,14353,Gabrielle Wheway,IKBKE,27
IKBKG,14354,Nogales-Cadenas R. et al.,ENSG00000269335,46
IKZF1,14355,Efimenko et al.,IKZF1,2
IKZF1,14356,Broadhead et al.,IKZF1,32
IKZF1,14357,Blacque et al._xbox,R08E3.4,54
IKZF3,14358,Broadhead et al.,IKZF3,32
IKZF4,14359,Alexander E. Ivliev et al,IKZF4,8
IKZF5,14360,Alexander E. Ivliev et al,IKZF5,8
IL10,14361,Phirke et al.,IL10,3
IL11,14362,Hodges ME. et al.,FBB10,38
IL12A,14363,Alexander E. Ivliev et al,IL12A,8
IL12B,14364,Semil P. Choksi et al.,IL12B,23
IL12RB2,14365,Marshall et al.,Il12rb2,55
IL13,14366,McClintock et al.,IL13,29
IL13RA1,14367,Alexander E. Ivliev et al,IL13RA1,8
IL13RA2,14368,Alexander E. Ivliev et al,IL13RA2,8
IL15,14369,Ross et al.,IL15,22
IL16,14370,Alexander E. Ivliev et al,IL16,8
IL17D,14371,Alexander E. Ivliev et al,IL17D,8
IL17RB,14372,Kilburn et al.,IL17RB,1
IL17RB,14373,Alexander E. Ivliev et al,IL17RB,8
IL17RB,14374,Jakobsen L. et al.,IL17RB,43
IL17RB,14375,Nogales-Cadenas R. et al.,ENSG00000056736,46
IL17RC,14376,Gabrielle Wheway,IL17RC,27
IL17RD,14377,Roosing et al.,IL17RD,57
IL18,14378,Ross et al.,IL18,22
IL18BP,14379,Phirke et al.,IL18BP,3
IL18BP,14380,Gabrielle Wheway,IL18BP,27
IL1A,14381,Ross et al.,IL1A,22
IL1B,14382,Ross et al.,IL1B,22
IL1R1,14383,Ross et al.,IL1R1,22
IL1R1,14384,Gabrielle Wheway,IL1R1,27
IL1RAP,14385,Ross et al.,IL1RAP,22
IL1RAPL2,14386,Semil P. Choksi et al.,IL1RAPL2,23
IL1RL1,14387,Gabrielle Wheway,IL1RL1,27
IL1RL1,14388,Jakobsen L. et al.,IL1RL1,43
IL1RL1,14389,Nogales-Cadenas R. et al.,ENSG00000115602,46
IL1RN,14390,Ross et al.,IL1RN,22
IL1RN,14391,Jakobsen L. et al.,IL1RN,43
IL1RN,14392,Nogales-Cadenas R. et al.,ENSG00000136689,46
IL20RA,14393,Alexander E. Ivliev et al,IL20RA,8
IL20RA,14394,Geremek M. et al. 2011,IL20RA,41
IL21,14395,Alexander E. Ivliev et al,IL21,8
IL21,14396,Gabrielle Wheway,IL21,27
IL22,14397,Gabrielle Wheway,IL22,27
IL22RA1,14398,Alexander E. Ivliev et al,IL22RA1,8
IL24,14399,Hodges ME. et al.,FAP14,38
IL27,14400,Marshall et al.,Il27,55
IL33,14401,Alexander E. Ivliev et al,IL33,8
IL36B,14402,Gabrielle Wheway,IL36B,27
IL36G,14403,Ross et al.,IL36G,22
IL5RA,14404,Alexander E. Ivliev et al,IL5RA,8
IL5RA,14405,Geremek M. et al. 2011,IL5RA,41
IL7,14406,Alexander E. Ivliev et al,IL7,8
IL7,14407,Geremek M. et al. 2011,IL7,41
ILDR1,14408,Gabrielle Wheway,ILDR1,27
ILDR2,14409,Marshall et al.,Ildr2,55
ILF2,14410,Gabrielle Wheway,ILF2,27
ILF2,14411,Liu et al.,ILF2,28
ILF2,14412,McClintock et al.,ILF2,29
ILF2,14413,Marshall et al.,Ilf2,55
ILF3,14414,Liu et al.,ILF3,28
ILF3-DT,14415,Ross et al.,ILF3-DT,22
ILK,14416,McClintock et al.,ILK,29
ILKAP,14417,Gabrielle Wheway,ILKAP,27
ILRUN,3586,Gabrielle Wheway,C6orf106,27
ILVBL,14419,Gabrielle Wheway,ILVBL,27
ILVBL,14420,Liu et al.,ILVBL,28
ILVBL,14421,McClintock et al.,ILVBL,29
IMDH2,14422,David U. Mick et al.,IMDH2,26
IMMP1L,14423,Alexander E. Ivliev et al,IMMP1L,8
IMMP2L,14424,Gabrielle Wheway,IMMP2L,27
IMMP2L,14425,Marshall et al.,Immp2l,55
IMMT,14426,Hannah Müller et al.,IMMT,6
IMMT,14427,Andersen et al.,NP_006830,9
IMMT,14428,Karsten Boldt et al.,IMMT,16
IMMT,14429,Mayer et al. 2009,IMMT,19
IMMT,14430,SYSCILIA Gold Standard (van Dam TJ et al.),IMMT,24
IMMT,14431,Fritz-Laylin L.K. et Cande,IMMT,49
IMMT,14432,Mayer et al. 2008,IMMT,51
IMP3,14433,Alexander E. Ivliev et al,IMP3,8
IMP3,14434,McClintock et al.,IMP3,29
IMP3,14435,Blacque et al._xbox,C48B6.2,54
IMPA1,14436,Liu et al.,IMPA1,28
IMPA1,14437,McClintock et al.,IMPA1,29
IMPA1,14438,Monika-Abedin-Sigg et al.,IMPA1,30
IMPA1,14439,Broadhead et al.,IMPA1,32
IMPA1,14440,Marshall et al.,Impa1,55
IMPA1,14441,Blacque et al._xbox,F13G3.5,54
IMPACT,14442,Li et al.,IMPACT,18
IMPACT,14443,McClintock et al.,IMPACT,29
IMPDH1,14448,Ross et al.,IMPDH1,22
IMPDH1,14449,Liu et al.,IMPDH1,28
IMPDH1,14450,McClintock et al.,IMPDH1,29
IMPDH2,14451,Andersen et al.,IMPDH2,9
IMPDH2,14452,Andersen et al.,IMPDH2,9
IMPDH2,14453,Liu et al.,IMPDH2,28
IMPG1,14454,Liu et al.,IMPG1,28
IMPG2,14455,Liu et al.,IMPG2,28
INA,14456,Liu et al.,INA,28
INAFM1,14457,Gabrielle Wheway,INAFM1,27
INAVA,14458,Alexander E. Ivliev et al,INAVA,8
INCA1,14459,Marshall et al.,Inca1,55
INCA1,14460,Roosing et al.,INCA1,57
INCENP,14461,Phirke et al.,INCENP,3
INCENP,14462,Nogales-Cadenas R. et al.,ENSG00000149503,46
INCENP,14463,Blacque et al._xbox,Y39G10AR.13,54
INCENP,14464,Blacque et al._xbox,Y26D4A.14,54
ING1,14465,Geremek M. et al. 2011,ING1,41
ING2,14466,Alexander E. Ivliev et al,ING2,8
ING3,14467,Ross et al.,ING3,22
INHA,14468,Cilia Carta (TJP van Dam et al.),INHA,13
INHA,14469,GO CC Cilium,INHA,15
INHA,14470,Gabrielle Wheway,INHA,27
INHBA,14471,Ross et al.,INHBA,22
INHBB,14472,Ross et al.,INHBB,22
INHBB,14473,Geremek M. et al. 2014,INHBB,42
INO1,14474,David U. Mick et al.,INO1,26
INO80C,14475,Ross et al.,INO80C,22
INO80C,14476,Marshall et al.,Ino80c,55
INP5E,14477,David U. Mick et al.,INP5E,26
INPP1,14478,Liu et al.,INPP1,28
INPP1,14479,Nogales-Cadenas R. et al.,ENSG00000151689,46
INPP1,14480,Marshall et al.,Inpp1,55
INPP4A,14481,Gabrielle Wheway,INPP4A,27
INPP4A,14482,McClintock et al.,INPP4A,29
INPP4A,14483,Blacque et al._xbox,R01H10.7,54
INPP4B,14484,Ross et al.,INPP4B,22
INPP4B,14485,Nogales-Cadenas R. et al.,ENSG00000109452,46
INPP5A,14486,McClintock et al.,INPP5A,29
INPP5B,14487,Laurençon et al.,INPP5B,7
INPP5D,14488,Ross et al.,INPP5D,22
INPP5E,14489,Bechstedt et al.,INPP5E,5
INPP5E,14490,Cilia Carta (TJP van Dam et al.),INPP5E,13
INPP5E,14491,GO CC Cilium,INPP5E,15
INPP5E,14492,Karsten Boldt et al.,INPP5E,16
INPP5E,14493,SYSCILIA Gold Standard (van Dam TJ et al.),INPP5E,24
INPP5E,14494,David K. Breslow et al.,INPP5E,25
INPP5E,14495,Kim J. et al.,INPP5E,44
INPP5E,14496,Ishikawa H. et al,INPP5E,48
INPP5E,14497,May et al.,Inpp5e,56
INPP5E,14498,Breslow et al.,Inpp5e,58
INPP5F,14499,Efimenko et al.,INPP5F,2
INPP5F,14500,McClintock et al.,INPP5F,29
INPP5F,14501,Marshall et al.,Inpp5f,55
INPP5K,14502,Blacque et al._sage,T25B9.10,59
INS-IGF2,14503,Ross et al.,INS-IGF2,22
INSC,14504,Hannah Müller et al.,INSC,6
INSIG1,14505,Ross et al.,INSIG1,22
INSIG2,14506,Alexander E. Ivliev et al,INSIG2,8
INSL3,14507,Gabrielle Wheway,INSL3,27
INSL6,14508,McClintock et al.,INSL6,29
INSL6,14509,Ramona A. Hoh et al.,INSL6,31
INSM2,14510,Phirke et al.,INSM2,3
INSM2,14511,McClintock et al.,INSM2,29
INSM2,14512,Blacque et al._xbox,K11G9.4,54
INTS1,14513,David U. Mick et al.,INT1,26
INTS1,14517,Hannah Müller et al.,INTS1,6
INTS1,14518,McClintock et al.,INTS1,29
INTS10,14519,Alexander E. Ivliev et al,INTS10,8
INTS14,30828,Fritz-Laylin L.K. et Cande,VWA9,49
INTS2,14516,David U. Mick et al.,INT2,26
INTS2,14520,Roosing et al.,INTS2,57
INTS5,14521,Alexander E. Ivliev et al,INTS5,8
INTS6,14522,McClintock et al.,INTS6,29
INTS7,14523,McClintock et al.,INTS7,29
