Gene1ID	Gene1Symbol	Gene2Symbol	Gene1SpeciesName
ZDB-GENE-030131-1798	optc	OPTC	Danio rerio
WBGene00019351	lron-7	OPTC	Caenorhabditis elegans
628886	Optn	OPTN	Rattus norvegicus
1918898	Optn	OPTN	Mus musculus
FBgn0041205	key	OPTN	Drosophila melanogaster
ZDB-GENE-030131-8103	optn	OPTN	Danio rerio
1334002	Olr230	OR10A2	Rattus norvegicus
1333752	Olr282	OR10A3	Rattus norvegicus
3030352	Olfr518	OR10A3	Mus musculus
1333909	Olr231	OR10A4	Rattus norvegicus
109148	Olfr17	OR10A4	Mus musculus
1334002	Olr230	OR10A5	Rattus norvegicus
3030547	Olfr713	OR10A5	Mus musculus
1334387	Olr285	OR10A6	Rattus norvegicus
3030351	Olfr517	OR10A6	Mus musculus
1332869	Olr3	OR10A7	Rattus norvegicus
1592197	Olr1875	OR10AB1P	Rattus norvegicus
1333381	Olr804	OR10AC1	Rattus norvegicus
3030289	Olfr455	OR10AC1	Mus musculus
1560560	Olr1877	OR10AD1	Rattus norvegicus
3030121	Olfr287	OR10AD1	Mus musculus
1333264	Olr561	OR10AG1	Rattus norvegicus
3030957	Olfr1123	OR10AG1	Mus musculus
1332620	Olr1744	OR10C1	Rattus norvegicus
2177478	Olfr95	OR10C1	Mus musculus
1333668	Olr1306	OR10D3	Rattus norvegicus
3030792	Olfr958	OR10D3	Mus musculus
1333074	Olr1311	OR10D4P	Rattus norvegicus
3030797	Olfr963	OR10D4P	Mus musculus
1333427	Olr1641	OR10G2	Rattus norvegicus
3031344	Olfr1510	OR10G2	Mus musculus
1334263	Olr1640	OR10G3	Rattus norvegicus
3031346	Olfr1512	OR10G3	Mus musculus
1333391	Olr1335	OR10G4	Rattus norvegicus
3030815	Olfr981	OR10G6	Mus musculus
3030812	Olfr978	OR10G7	Mus musculus
1333039	Olr1334	OR10G9	Rattus norvegicus
3030813	Olfr979	OR10G9	Mus musculus
1333565	Olr1095	OR10H1	Rattus norvegicus
1335096	Olfr63	OR10H3	Mus musculus
6502391	LOC100909683	OR10H4	Rattus norvegicus
3782645	Olfr1564	OR10H5	Mus musculus
1595361	LOC681470	OR10J1	Rattus norvegicus
3030252	Olfr418	OR10J1	Mus musculus
1333448	Olr1583	OR10J3	Rattus norvegicus
1333672	Olr1582	OR10J3	Rattus norvegicus
3030052	Olfr218	OR10J3	Mus musculus
3031238	Olfr1404	OR10J3	Mus musculus
ZDB-GENE-070806-12	or115-11	OR10J3	Danio rerio
ZDB-GENE-070806-79	or117-1	OR10J3	Danio rerio
ZDB-GENE-070806-11	or115-9	OR10J3	Danio rerio
ZDB-GENE-070806-10	or115-8	OR10J3	Danio rerio
ZDB-GENE-010309-3	or115-10	OR10J3	Danio rerio
ZDB-GENE-010309-2	or115-1	OR10J3	Danio rerio
ZDB-GENE-070806-78	or116-2	OR10J3	Danio rerio
ZDB-GENE-070806-81	or118-2	OR10J3	Danio rerio
ZDB-GENE-070806-56	or106-3	OR10J3	Danio rerio
ZDB-GENE-010308-22	or119-2	OR10J3	Danio rerio
ZDB-GENE-070806-7	or115-5	OR10J3	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR10J3	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR10J3	Danio rerio
ZDB-GENE-070806-8	or115-6	OR10J3	Danio rerio
ZDB-GENE-070806-58	or106-5	OR10J3	Danio rerio
ZDB-GENE-990415-189	or115-15	OR10J3	Danio rerio
ZDB-GENE-070806-57	or106-4	OR10J3	Danio rerio
ZDB-GENE-070806-64	or106-12	OR10J3	Danio rerio
ZDB-GENE-070806-14	or115-13	OR10J3	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR10J3	Danio rerio
ZDB-GENE-010309-1	or115-14	OR10J3	Danio rerio
ZDB-GENE-070806-9	or115-7	OR10J3	Danio rerio
ZDB-GENE-070806-63	or106-11	OR10J3	Danio rerio
1333702	Olr1576	OR10J5	Rattus norvegicus
106648	Olfr16	OR10J5	Mus musculus
ZDB-GENE-010309-3	or115-10	OR10J5	Danio rerio
ZDB-GENE-070806-81	or118-2	OR10J5	Danio rerio
ZDB-GENE-010309-2	or115-1	OR10J5	Danio rerio
ZDB-GENE-070806-14	or115-13	OR10J5	Danio rerio
ZDB-GENE-990415-189	or115-15	OR10J5	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR10J5	Danio rerio
ZDB-GENE-070806-12	or115-11	OR10J5	Danio rerio
ZDB-GENE-070806-79	or117-1	OR10J5	Danio rerio
ZDB-GENE-070806-11	or115-9	OR10J5	Danio rerio
ZDB-GENE-010309-1	or115-14	OR10J5	Danio rerio
ZDB-GENE-010308-22	or119-2	OR10J5	Danio rerio
ZDB-GENE-070806-10	or115-8	OR10J5	Danio rerio
ZDB-GENE-070806-7	or115-5	OR10J5	Danio rerio
ZDB-GENE-070806-8	or115-6	OR10J5	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR10J5	Danio rerio
ZDB-GENE-070806-9	or115-7	OR10J5	Danio rerio
ZDB-GENE-070806-78	or116-2	OR10J5	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR10J5	Danio rerio
1333116	Olr1667	OR10K2	Rattus norvegicus
3030204	Olfr370	OR10K2	Mus musculus
ZDB-GENE-070806-64	or106-12	OR10K2	Danio rerio
ZDB-GENE-070806-53	or104-1	OR10K2	Danio rerio
ZDB-GENE-070804-1	or102-4	OR10K2	Danio rerio
ZDB-GENE-070806-63	or106-11	OR10K2	Danio rerio
ZDB-GENE-070806-56	or106-3	OR10K2	Danio rerio
ZDB-GENE-070806-58	or106-5	OR10K2	Danio rerio
ZDB-GENE-070806-57	or106-4	OR10K2	Danio rerio
1332909	Olr1016	OR10P1	Rattus norvegicus
3030630	Olfr796	OR10P1	Mus musculus
1333050	Olr374	OR10Q1	Rattus norvegicus
3031328	Olfr1494	OR10Q1	Mus musculus
1333182	Olr1088	OR10R2	Rattus norvegicus
ZDB-GENE-070806-12	or115-11	OR10R2	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR10R2	Danio rerio
ZDB-GENE-070806-63	or106-11	OR10R2	Danio rerio
ZDB-GENE-070806-9	or115-7	OR10R2	Danio rerio
ZDB-GENE-070806-56	or106-3	OR10R2	Danio rerio
ZDB-GENE-990415-189	or115-15	OR10R2	Danio rerio
ZDB-GENE-010309-2	or115-1	OR10R2	Danio rerio
ZDB-GENE-010309-3	or115-10	OR10R2	Danio rerio
ZDB-GENE-070806-8	or115-6	OR10R2	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR10R2	Danio rerio
ZDB-GENE-010308-22	or119-2	OR10R2	Danio rerio
ZDB-GENE-070806-10	or115-8	OR10R2	Danio rerio
ZDB-GENE-070806-81	or118-2	OR10R2	Danio rerio
ZDB-GENE-070806-11	or115-9	OR10R2	Danio rerio
ZDB-GENE-070806-78	or116-2	OR10R2	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR10R2	Danio rerio
ZDB-GENE-070806-79	or117-1	OR10R2	Danio rerio
ZDB-GENE-070806-64	or106-12	OR10R2	Danio rerio
ZDB-GENE-070806-57	or106-4	OR10R2	Danio rerio
ZDB-GENE-070806-58	or106-5	OR10R2	Danio rerio
ZDB-GENE-070806-7	or115-5	OR10R2	Danio rerio
ZDB-GENE-070806-14	or115-13	OR10R2	Danio rerio
ZDB-GENE-010309-1	or115-14	OR10R2	Danio rerio
1333299	Olr1337	OR10S1	Rattus norvegicus
3030816	Olfr982	OR10S1	Mus musculus
ZDB-GENE-070806-8	or115-6	OR10T2	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR10T2	Danio rerio
ZDB-GENE-070806-63	or106-11	OR10T2	Danio rerio
ZDB-GENE-070806-7	or115-5	OR10T2	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR10T2	Danio rerio
ZDB-GENE-070806-78	or116-2	OR10T2	Danio rerio
ZDB-GENE-070806-56	or106-3	OR10T2	Danio rerio
ZDB-GENE-010309-2	or115-1	OR10T2	Danio rerio
ZDB-GENE-010309-3	or115-10	OR10T2	Danio rerio
ZDB-GENE-070806-79	or117-1	OR10T2	Danio rerio
ZDB-GENE-070806-14	or115-13	OR10T2	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR10T2	Danio rerio
ZDB-GENE-010308-22	or119-2	OR10T2	Danio rerio
ZDB-GENE-070806-64	or106-12	OR10T2	Danio rerio
ZDB-GENE-990415-189	or115-15	OR10T2	Danio rerio
ZDB-GENE-070806-12	or115-11	OR10T2	Danio rerio
ZDB-GENE-070806-81	or118-2	OR10T2	Danio rerio
ZDB-GENE-010309-1	or115-14	OR10T2	Danio rerio
ZDB-GENE-070806-11	or115-9	OR10T2	Danio rerio
ZDB-GENE-070806-58	or106-5	OR10T2	Danio rerio
ZDB-GENE-070806-9	or115-7	OR10T2	Danio rerio
ZDB-GENE-070806-57	or106-4	OR10T2	Danio rerio
ZDB-GENE-070806-10	or115-8	OR10T2	Danio rerio
1333276	Olr319	OR10V1	Rattus norvegicus
3031254	Olfr1420	OR10V1	Mus musculus
1333289	Olr372	OR10W1	Rattus norvegicus
3031324	Olfr1490	OR10W1	Mus musculus
1333675	Olr1598	OR10X1	Rattus norvegicus
3030251	Olfr417	OR10X1	Mus musculus
1333906	Olr1597	OR10Z1	Rattus norvegicus
3030253	Olfr419	OR10Z1	Mus musculus
ZDB-GENE-070806-56	or106-3	OR10Z1	Danio rerio
ZDB-GENE-070806-57	or106-4	OR10Z1	Danio rerio
ZDB-GENE-070806-63	or106-11	OR10Z1	Danio rerio
ZDB-GENE-070806-64	or106-12	OR10Z1	Danio rerio
ZDB-GENE-070806-53	or104-1	OR10Z1	Danio rerio
ZDB-GENE-070806-58	or106-5	OR10Z1	Danio rerio
ZDB-GENE-070804-1	or102-4	OR10Z1	Danio rerio
1333000	Olr1743	OR11A1	Rattus norvegicus
2177479	Olfr96	OR11A1	Mus musculus
1333151	Olr1620	OR11G2	Rattus norvegicus
1333946	Olr1615	OR11G2	Rattus norvegicus
3030578	Olfr744	OR11G2	Mus musculus
1333574	Olr1635	OR11H4	Rattus norvegicus
3030583	Olfr749	OR11H4	Mus musculus
1334349	Olr1621	OR11H6	Rattus norvegicus
3030579	Olfr745	OR11H6	Mus musculus
9409886	LOC103690352	OR11H7	Rattus norvegicus
3030580	Olfr746	OR11H7	Mus musculus
3030582	Olfr748	OR11H7	Mus musculus
1334164	Olr1432	OR11L1	Rattus norvegicus
3030157	Olfr323	OR11L1	Mus musculus
1334001	Olr1735	OR12D2	Rattus norvegicus
1333060	Olr1737	OR12D2	Rattus norvegicus
1334232	Olr1734	OR12D2	Rattus norvegicus
2177485	Olfr102	OR12D2	Mus musculus
ZDB-GENE-010309-2	or115-1	OR12D2	Danio rerio
ZDB-GENE-070806-78	or116-2	OR12D2	Danio rerio
ZDB-GENE-070806-8	or115-6	OR12D2	Danio rerio
ZDB-GENE-070806-14	or115-13	OR12D2	Danio rerio
ZDB-GENE-070806-79	or117-1	OR12D2	Danio rerio
ZDB-GENE-070806-9	or115-7	OR12D2	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR12D2	Danio rerio
ZDB-GENE-010308-22	or119-2	OR12D2	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR12D2	Danio rerio
ZDB-GENE-070806-12	or115-11	OR12D2	Danio rerio
ZDB-GENE-070806-81	or118-2	OR12D2	Danio rerio
ZDB-GENE-990415-189	or115-15	OR12D2	Danio rerio
ZDB-GENE-010309-3	or115-10	OR12D2	Danio rerio
ZDB-GENE-070806-10	or115-8	OR12D2	Danio rerio
ZDB-GENE-070806-11	or115-9	OR12D2	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR12D2	Danio rerio
ZDB-GENE-070806-7	or115-5	OR12D2	Danio rerio
ZDB-GENE-010309-1	or115-14	OR12D2	Danio rerio
1303153	Olr1868	OR12D3	Rattus norvegicus
2177492	Olfr109	OR12D3	Mus musculus
1333902	Olr823	OR13A1	Rattus norvegicus
3030045	Olfr211	OR13A1	Mus musculus
1333321	Olr847	OR13C3	Rattus norvegicus
3030107	Olfr273	OR13C3	Mus musculus
1333374	Olr840	OR13C7	Rattus norvegicus
1334264	Olr837	OR13C7	Rattus norvegicus
1352681	Olfr155	OR13C7	Mus musculus
1352686	Olfr159	OR13C7	Mus musculus
1333398	Olr851	OR13C8	Rattus norvegicus
3030106	Olfr272	OR13C8	Mus musculus
1333551	Olr852	OR13C9	Rattus norvegicus
1334138	Olr853	OR13D1	Rattus norvegicus
3030104	Olfr270	OR13D1	Mus musculus
1583730	LOC500460	OR13F1	Rattus norvegicus
3030109	Olfr275	OR13F1	Mus musculus
1333584	Olr12	OR13G1	Rattus norvegicus
3030143	Olfr309	OR13G1	Mus musculus
ZDB-GENE-070806-11	or115-9	OR13G1	Danio rerio
ZDB-GENE-070806-63	or106-11	OR13G1	Danio rerio
ZDB-GENE-070806-58	or106-5	OR13G1	Danio rerio
ZDB-GENE-070806-8	or115-6	OR13G1	Danio rerio
ZDB-GENE-070806-64	or106-12	OR13G1	Danio rerio
ZDB-GENE-070806-79	or117-1	OR13G1	Danio rerio
ZDB-GENE-010309-2	or115-1	OR13G1	Danio rerio
ZDB-GENE-010309-3	or115-10	OR13G1	Danio rerio
ZDB-GENE-070806-81	or118-2	OR13G1	Danio rerio
ZDB-GENE-990415-189	or115-15	OR13G1	Danio rerio
ZDB-GENE-070806-56	or106-3	OR13G1	Danio rerio
ZDB-GENE-010309-1	or115-14	OR13G1	Danio rerio
ZDB-GENE-070806-12	or115-11	OR13G1	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR13G1	Danio rerio
ZDB-GENE-070806-78	or116-2	OR13G1	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR13G1	Danio rerio
ZDB-GENE-070806-57	or106-4	OR13G1	Danio rerio
ZDB-GENE-070806-10	or115-8	OR13G1	Danio rerio
ZDB-GENE-070806-9	or115-7	OR13G1	Danio rerio
ZDB-GENE-070806-7	or115-5	OR13G1	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR13G1	Danio rerio
ZDB-GENE-070806-14	or115-13	OR13G1	Danio rerio
ZDB-GENE-010308-22	or119-2	OR13G1	Danio rerio
3031159	Olfr1325	OR13H1	Mus musculus
1333724	Olr834	OR13J1	Rattus norvegicus
1860080	Olfr71	OR13J1	Mus musculus
1334058	Olr1653	OR14A16	Rattus norvegicus
1333387	Olr32	OR14A2	Rattus norvegicus
3030138	Olfr304	OR14A2	Mus musculus
1333763	Olr34	OR14C36	Rattus norvegicus
1333809	Olr25	OR14C36	Rattus norvegicus
1333057	Olr30	OR14C36	Rattus norvegicus
3030126	Olfr292	OR14C36	Mus musculus
1333127	Olr1693	OR14J1	Rattus norvegicus
2177508	Olfr125	OR14J1	Mus musculus
1332685	Olr1513	OR1A1	Rattus norvegicus
3030237	Olfr403	OR1A1	Mus musculus
1334436	Olr1514	OR1A2	Rattus norvegicus
1333333	Olr425	OR1B1	Rattus norvegicus
3030196	Olfr362	OR1B1	Mus musculus
ZDB-GENE-091116-94	si:ch211-218m3.9	OR1B1	Danio rerio
ZDB-GENE-010309-2	or115-1	OR1B1	Danio rerio
ZDB-GENE-070806-56	or106-3	OR1B1	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1B1	Danio rerio
ZDB-GENE-010309-1	or115-14	OR1B1	Danio rerio
ZDB-GENE-010308-22	or119-2	OR1B1	Danio rerio
ZDB-GENE-070806-12	or115-11	OR1B1	Danio rerio
ZDB-GENE-070806-8	or115-6	OR1B1	Danio rerio
ZDB-GENE-070806-10	or115-8	OR1B1	Danio rerio
ZDB-GENE-070806-57	or106-4	OR1B1	Danio rerio
ZDB-GENE-990415-189	or115-15	OR1B1	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1B1	Danio rerio
ZDB-GENE-070806-79	or117-1	OR1B1	Danio rerio
ZDB-GENE-070806-78	or116-2	OR1B1	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR1B1	Danio rerio
ZDB-GENE-070806-63	or106-11	OR1B1	Danio rerio
ZDB-GENE-010309-3	or115-10	OR1B1	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1B1	Danio rerio
ZDB-GENE-070806-64	or106-12	OR1B1	Danio rerio
ZDB-GENE-070806-7	or115-5	OR1B1	Danio rerio
ZDB-GENE-070806-58	or106-5	OR1B1	Danio rerio
ZDB-GENE-070806-81	or118-2	OR1B1	Danio rerio
ZDB-GENE-070806-9	or115-7	OR1B1	Danio rerio
1333845	Olr1519	OR1D2	Rattus norvegicus
3030246	Olfr412	OR1D2	Mus musculus
ZDB-GENE-070806-9	or115-7	OR1D2	Danio rerio
ZDB-GENE-070806-58	or106-5	OR1D2	Danio rerio
ZDB-GENE-070806-63	or106-11	OR1D2	Danio rerio
ZDB-GENE-010309-1	or115-14	OR1D2	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1D2	Danio rerio
ZDB-GENE-070806-64	or106-12	OR1D2	Danio rerio
ZDB-GENE-070806-57	or106-4	OR1D2	Danio rerio
ZDB-GENE-010309-2	or115-1	OR1D2	Danio rerio
ZDB-GENE-070806-81	or118-2	OR1D2	Danio rerio
ZDB-GENE-070806-7	or115-5	OR1D2	Danio rerio
ZDB-GENE-070806-8	or115-6	OR1D2	Danio rerio
ZDB-GENE-010308-22	or119-2	OR1D2	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1D2	Danio rerio
ZDB-GENE-070806-12	or115-11	OR1D2	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1D2	Danio rerio
ZDB-GENE-010309-3	or115-10	OR1D2	Danio rerio
ZDB-GENE-990415-189	or115-15	OR1D2	Danio rerio
ZDB-GENE-070806-79	or117-1	OR1D2	Danio rerio
ZDB-GENE-070806-56	or106-3	OR1D2	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR1D2	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR1D2	Danio rerio
ZDB-GENE-070806-10	or115-8	OR1D2	Danio rerio
ZDB-GENE-070806-78	or116-2	OR1D2	Danio rerio
1334190	Olr1468	OR1E1	Rattus norvegicus
1333012	Olr1482	OR1E1	Rattus norvegicus
109315	Olfr20	OR1E1	Mus musculus
1334190	Olr1468	OR1E2	Rattus norvegicus
1333012	Olr1482	OR1E2	Rattus norvegicus
3030210	Olfr376	OR1E2	Mus musculus
1332757	Olr1496	OR1E3	Rattus norvegicus
1334013	Olr1500	OR1E3	Rattus norvegicus
1334086	Olr1376	OR1F1	Rattus norvegicus
3032605	Olfr161	OR1F1	Mus musculus
ZDB-GENE-070806-81	or118-2	OR1F1	Danio rerio
3031200	Olfr1366	OR1F12	Mus musculus
1333596	Olr1406	OR1G1	Rattus norvegicus
ZDB-GENE-010309-1	or115-14	OR1G1	Danio rerio
ZDB-GENE-070806-8	or115-6	OR1G1	Danio rerio
ZDB-GENE-010309-2	or115-1	OR1G1	Danio rerio
ZDB-GENE-070806-58	or106-5	OR1G1	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR1G1	Danio rerio
ZDB-GENE-070806-64	or106-12	OR1G1	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR1G1	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1G1	Danio rerio
ZDB-GENE-070806-56	or106-3	OR1G1	Danio rerio
ZDB-GENE-010308-22	or119-2	OR1G1	Danio rerio
ZDB-GENE-990415-189	or115-15	OR1G1	Danio rerio
ZDB-GENE-010309-3	or115-10	OR1G1	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1G1	Danio rerio
ZDB-GENE-070806-57	or106-4	OR1G1	Danio rerio
ZDB-GENE-070806-12	or115-11	OR1G1	Danio rerio
ZDB-GENE-070806-79	or117-1	OR1G1	Danio rerio
ZDB-GENE-070806-78	or116-2	OR1G1	Danio rerio
ZDB-GENE-070806-7	or115-5	OR1G1	Danio rerio
ZDB-GENE-070806-63	or106-11	OR1G1	Danio rerio
ZDB-GENE-070806-9	or115-7	OR1G1	Danio rerio
ZDB-GENE-070806-10	or115-8	OR1G1	Danio rerio
ZDB-GENE-070806-81	or118-2	OR1G1	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1G1	Danio rerio
1334246	Olr1087	OR1I1	Rattus norvegicus
3031191	Olfr1357	OR1I1	Mus musculus
ZDB-GENE-070806-9	or115-7	OR1I1	Danio rerio
ZDB-GENE-070806-64	or106-12	OR1I1	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1I1	Danio rerio
ZDB-GENE-070806-63	or106-11	OR1I1	Danio rerio
ZDB-GENE-010309-1	or115-14	OR1I1	Danio rerio
ZDB-GENE-010309-3	or115-10	OR1I1	Danio rerio
ZDB-GENE-070806-56	or106-3	OR1I1	Danio rerio
ZDB-GENE-070806-8	or115-6	OR1I1	Danio rerio
ZDB-GENE-010308-22	or119-2	OR1I1	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1I1	Danio rerio
ZDB-GENE-070806-57	or106-4	OR1I1	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1I1	Danio rerio
ZDB-GENE-070806-78	or116-2	OR1I1	Danio rerio
ZDB-GENE-010309-2	or115-1	OR1I1	Danio rerio
ZDB-GENE-070806-58	or106-5	OR1I1	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR1I1	Danio rerio
ZDB-GENE-070806-79	or117-1	OR1I1	Danio rerio
ZDB-GENE-070806-81	or118-2	OR1I1	Danio rerio
ZDB-GENE-990415-189	or115-15	OR1I1	Danio rerio
ZDB-GENE-070806-7	or115-5	OR1I1	Danio rerio
ZDB-GENE-070806-10	or115-8	OR1I1	Danio rerio
ZDB-GENE-070806-12	or115-11	OR1I1	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR1I1	Danio rerio
1332682	Olr411	OR1J1	Rattus norvegicus
102697	Olfr3	OR1J1	Mus musculus
1333082	Olr413	OR1J4	Rattus norvegicus
3030184	Olfr350	OR1J4	Mus musculus
ZDB-GENE-010309-3	or115-10	OR1J4	Danio rerio
ZDB-GENE-070806-10	or115-8	OR1J4	Danio rerio
ZDB-GENE-010309-1	or115-14	OR1J4	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR1J4	Danio rerio
ZDB-GENE-010309-2	or115-1	OR1J4	Danio rerio
ZDB-GENE-070806-64	or106-12	OR1J4	Danio rerio
ZDB-GENE-070806-8	or115-6	OR1J4	Danio rerio
ZDB-GENE-070806-56	or106-3	OR1J4	Danio rerio
ZDB-GENE-070806-12	or115-11	OR1J4	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1J4	Danio rerio
ZDB-GENE-010308-22	or119-2	OR1J4	Danio rerio
ZDB-GENE-070806-9	or115-7	OR1J4	Danio rerio
ZDB-GENE-070806-79	or117-1	OR1J4	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1J4	Danio rerio
ZDB-GENE-070806-58	or106-5	OR1J4	Danio rerio
ZDB-GENE-070806-7	or115-5	OR1J4	Danio rerio
ZDB-GENE-070806-78	or116-2	OR1J4	Danio rerio
ZDB-GENE-070806-63	or106-11	OR1J4	Danio rerio
ZDB-GENE-070806-81	or118-2	OR1J4	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1J4	Danio rerio
ZDB-GENE-990415-189	or115-15	OR1J4	Danio rerio
ZDB-GENE-070806-57	or106-4	OR1J4	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR1J4	Danio rerio
1333846	Olr1408	OR1K1	Rattus norvegicus
ZDB-GENE-070806-81	or118-2	OR1K1	Danio rerio
1332825	Olr427	OR1L4	Rattus norvegicus
1332944	Olr428	OR1L6	Rattus norvegicus
3030199	Olfr365	OR1L6	Mus musculus
1333496	Olr418	OR1L8	Rattus norvegicus
3030189	Olfr355	OR1L8	Mus musculus
1333021	Olr1121	OR1M1	Rattus norvegicus
109311	Olfr24	OR1M1	Mus musculus
ZDB-GENE-070806-56	or106-3	OR1M1	Danio rerio
ZDB-GENE-070806-63	or106-11	OR1M1	Danio rerio
ZDB-GENE-070806-78	or116-2	OR1M1	Danio rerio
ZDB-GENE-070806-9	or115-7	OR1M1	Danio rerio
ZDB-GENE-070806-81	or118-2	OR1M1	Danio rerio
ZDB-GENE-070806-7	or115-5	OR1M1	Danio rerio
ZDB-GENE-070806-57	or106-4	OR1M1	Danio rerio
ZDB-GENE-070806-12	or115-11	OR1M1	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR1M1	Danio rerio
ZDB-GENE-070806-8	or115-6	OR1M1	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1M1	Danio rerio
ZDB-GENE-010309-1	or115-14	OR1M1	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR1M1	Danio rerio
ZDB-GENE-010309-2	or115-1	OR1M1	Danio rerio
ZDB-GENE-070806-10	or115-8	OR1M1	Danio rerio
ZDB-GENE-010308-22	or119-2	OR1M1	Danio rerio
ZDB-GENE-990415-189	or115-15	OR1M1	Danio rerio
ZDB-GENE-010309-3	or115-10	OR1M1	Danio rerio
ZDB-GENE-070806-79	or117-1	OR1M1	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1M1	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1M1	Danio rerio
ZDB-GENE-070806-64	or106-12	OR1M1	Danio rerio
ZDB-GENE-070806-58	or106-5	OR1M1	Danio rerio
1334305	Olr416	OR1N1	Rattus norvegicus
3030185	Olfr351	OR1N1	Mus musculus
ZDB-GENE-070806-10	or115-8	OR1N1	Danio rerio
ZDB-GENE-070806-78	or116-2	OR1N1	Danio rerio
ZDB-GENE-070806-81	or118-2	OR1N1	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1N1	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1N1	Danio rerio
ZDB-GENE-091116-94	si:ch211-218m3.9	OR1N1	Danio rerio
ZDB-GENE-070806-64	or106-12	OR1N1	Danio rerio
ZDB-GENE-070806-58	or106-5	OR1N1	Danio rerio
ZDB-GENE-070806-56	or106-3	OR1N1	Danio rerio
ZDB-GENE-010308-22	or119-2	OR1N1	Danio rerio
ZDB-GENE-081031-29	si:ch211-218m3.18	OR1N1	Danio rerio
ZDB-GENE-070806-8	or115-6	OR1N1	Danio rerio
ZDB-GENE-990415-189	or115-15	OR1N1	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1N1	Danio rerio
ZDB-GENE-070806-9	or115-7	OR1N1	Danio rerio
ZDB-GENE-070806-79	or117-1	OR1N1	Danio rerio
ZDB-GENE-070806-12	or115-11	OR1N1	Danio rerio
ZDB-GENE-010309-1	or115-14	OR1N1	Danio rerio
ZDB-GENE-070806-63	or106-11	OR1N1	Danio rerio
ZDB-GENE-070806-57	or106-4	OR1N1	Danio rerio
ZDB-GENE-070806-7	or115-5	OR1N1	Danio rerio
ZDB-GENE-010309-2	or115-1	OR1N1	Danio rerio
ZDB-GENE-010309-3	or115-10	OR1N1	Danio rerio
1333103	Olr417	OR1N2	Rattus norvegicus
3030188	Olfr354	OR1N2	Mus musculus
ZDB-GENE-070806-12	or115-11	OR1N2	Danio rerio
ZDB-GENE-070806-14	or115-13	OR1N2	Danio rerio
ZDB-GENE-070806-11	or115-9	OR1N2	Danio rerio
ZDB-GENE-091113-55	si:ch211-218m3.13	OR1N2	Danio rerio
