Publication|Gene_name|Gene_ID|Pub_number
Geremek M. et al. 2014|EPHX1|EPHX1|42
Geremek M. et al. 2014|ERO1B|ERO1B|42
Geremek M. et al. 2014|ESRRG|ESRRG|42
Geremek M. et al. 2014|EXPH5|EXPH5|42
Geremek M. et al. 2014|FAM104B|FAM104B|42
Geremek M. et al. 2014|RETREG1|RETREG1|42
Geremek M. et al. 2014|FAM81A|FAM81A|42
Geremek M. et al. 2014|FAM92B|FAM92B|42
Geremek M. et al. 2014|FANK1|FANK1|42
Geremek M. et al. 2014|FCGBP|FCGBP|42
Geremek M. et al. 2014|FCN3|FCN3|42
Geremek M. et al. 2014|FILIP1|FILIP1|42
Geremek M. et al. 2014|FLYWCH1|FLYWCH1|42
Geremek M. et al. 2014|FOXJ1|FOXJ1|42
Geremek M. et al. 2014|FSD1L|FSD1L|42
Geremek M. et al. 2014|FUS|FUS|42
Geremek M. et al. 2014|FXYD1|FXYD1|42
Geremek M. et al. 2014|FZD4|FZD4|42
Geremek M. et al. 2014|FZD8|FZD8|42
Geremek M. et al. 2014|GALK2|GALK2|42
Geremek M. et al. 2014|GARNL3|GARNL3|42
Geremek M. et al. 2014|GAS2L2|GAS2L2|42
Geremek M. et al. 2014|GAS7|GAS7|42
Geremek M. et al. 2014|CASTOR3|CASTOR3|42
Geremek M. et al. 2014|GCLM|GCLM|42
Geremek M. et al. 2014|MOGS|MOGS|42
Geremek M. et al. 2014|GLB1L|GLB1L|42
Geremek M. et al. 2014|GLB1L2|GLB1L2|42
Geremek M. et al. 2014|GLIS3|GLIS3|42
Geremek M. et al. 2014|GNAL|GNAL|42
Geremek M. et al. 2014|GOLGB1|GOLGB1|42
Geremek M. et al. 2014|GP2|GP2|42
Geremek M. et al. 2014|GP9|GP9|42
Geremek M. et al. 2014|GPC4|GPC4|42
Geremek M. et al. 2014|SLC52A1|SLC52A1|42
Geremek M. et al. 2014|GRAMD2A|GRAMD2A|42
Geremek M. et al. 2014|GRIN3B|GRIN3B|42
Geremek M. et al. 2014|GRM7|GRM7|42
Geremek M. et al. 2014|GSTM2|GSTM2|42
Geremek M. et al. 2014|GTF3C1|GTF3C1|42
Geremek M. et al. 2014|GTF3C2|GTF3C2|42
Geremek M. et al. 2014|HDAC10|HDAC10|42
Geremek M. et al. 2014|HDAC5|HDAC5|42
Geremek M. et al. 2014|HECW2|HECW2|42
Geremek M. et al. 2014|HEMK1|HEMK1|42
Geremek M. et al. 2014|HEYL|HEYL|42
Geremek M. et al. 2014|HGD|HGD|42
Geremek M. et al. 2014|HHAT|HHAT|42
Geremek M. et al. 2014|HHLA2|HHLA2|42
Geremek M. et al. 2014|HHLA3|HHLA3|42
Geremek M. et al. 2014|HIPK2|HIPK2|42
Geremek M. et al. 2014|HKR1|HKR1|42
Geremek M. et al. 2014|HOOK3|HOOK3|42
Geremek M. et al. 2014|HPX|HPX|42
Geremek M. et al. 2014|TRMT2A|TRMT2A|42
Geremek M. et al. 2014|HYDIN|HYDIN|42
Geremek M. et al. 2014|HYOU1|HYOU1|42
Geremek M. et al. 2014|ICA1L|ICA1L|42
Geremek M. et al. 2014|IFT140|IFT140|42
Geremek M. et al. 2014|IFT57|IFT57|42
Geremek M. et al. 2014|IFT88|IFT88|42
Geremek M. et al. 2014|IGFBP5|IGFBP5|42
Geremek M. et al. 2014|INHBB|INHBB|42
Geremek M. et al. 2014|INTU|INTU|42
Geremek M. et al. 2014|IPP|IPP|42
Geremek M. et al. 2014|IQCA1|IQCA1|42
Geremek M. et al. 2014|IQGAP2|IQGAP2|42
Geremek M. et al. 2014|IRS2|IRS2|42
Geremek M. et al. 2014|KATNAL1|KATNAL1|42
Geremek M. et al. 2014|KLHL41|KLHL41|42
Geremek M. et al. 2014|KCNE1|KCNE1|42
Geremek M. et al. 2014|KIAA0319|KIAA0319|42
Geremek M. et al. 2014|KIAA0753|KIAA0753|42
Geremek M. et al. 2014|KIAA1324|KIAA1324|42
Geremek M. et al. 2014|CCDC191|CCDC191|42
Geremek M. et al. 2014|FAM234B|FAM234B|42
Geremek M. et al. 2014|PPP4R4|PPP4R4|42
Geremek M. et al. 2014|IQCN|IQCN|42
Geremek M. et al. 2014|CFAP74|CFAP74|42
Geremek M. et al. 2014|FOCAD|FOCAD|42
Geremek M. et al. 2014|KIF17|KIF17|42
Geremek M. et al. 2014|KIF24|KIF24|42
Geremek M. et al. 2014|KIF27|KIF27|42
Geremek M. et al. 2014|KLHL32|KLHL32|42
Geremek M. et al. 2014|KLKB1|KLKB1|42
Geremek M. et al. 2014|KNDC1|KNDC1|42
Geremek M. et al. 2014|L3MBTL1|L3MBTL1|42
Geremek M. et al. 2014|LAMC2|LAMC2|42
Geremek M. et al. 2014|CERS4|CERS4|42
Geremek M. et al. 2014|LIG3|LIG3|42
Geremek M. et al. 2014|LIN52|LIN52|42
Geremek M. et al. 2014|LMTK2|LMTK2|42
Geremek M. et al. 2014|LOC441155|LOC441155|42
Geremek M. et al. 2014|LOC653513|LOC653513|42
Geremek M. et al. 2014|VWA5A|VWA5A|42
Geremek M. et al. 2014|LPIN2|LPIN2|42
Geremek M. et al. 2014|LRGUK|LRGUK|42
Geremek M. et al. 2014|LRRC18|LRRC18|42
Geremek M. et al. 2014|LRRC23|LRRC23|42
Geremek M. et al. 2014|LRRC45|LRRC45|42
Geremek M. et al. 2014|LRRC46|LRRC46|42
Geremek M. et al. 2014|DNAAF1|DNAAF1|42
Geremek M. et al. 2014|LRTOMT|LRTOMT|42
Geremek M. et al. 2014|LRRC61|LRRC61|42
Geremek M. et al. 2014|LRRK1|LRRK1|42
Geremek M. et al. 2014|MAN1A2|MAN1A2|42
Geremek M. et al. 2014|MAOB|MAOB|42
Geremek M. et al. 2014|MAP1A|MAP1A|42
Geremek M. et al. 2014|MAP3K2|MAP3K2|42
Geremek M. et al. 2014|MAP6|MAP6|42
Geremek M. et al. 2014|MAPK10|MAPK10|42
Geremek M. et al. 2014|MAPK15|MAPK15|42
Geremek M. et al. 2014|MAPK8IP1|MAPK8IP1|42
Geremek M. et al. 2014|MAPRE3|MAPRE3|42
Geremek M. et al. 2014|MARK2|MARK2|42
Geremek M. et al. 2014|MAT1A|MAT1A|42
Geremek M. et al. 2014|MC1R|MC1R|42
Geremek M. et al. 2014|MDH1B|MDH1B|42
Geremek M. et al. 2014|MECP2|MECP2|42
Geremek M. et al. 2014|MEGF10|MEGF10|42
Geremek M. et al. 2014|METTL16|METTL16|42
Geremek M. et al. 2014|MFSD2A|MFSD2A|42
Geremek M. et al. 2014|MGLL|MGLL|42
Geremek M. et al. 2014|MIA|MIA|42
Geremek M. et al. 2014|MKS1|MKS1|42
Geremek M. et al. 2014|MORN1|MORN1|42
Geremek M. et al. 2014|MORN3|MORN3|42
Geremek M. et al. 2014|MPDZ|MPDZ|42
Geremek M. et al. 2014|MPL|MPL|42
Geremek M. et al. 2014|MS4A8|MS4A8|42
Geremek M. et al. 2014|MSH5|MSH5|42
Geremek M. et al. 2014|MTCH2|MTCH2|42
Geremek M. et al. 2014|MTTP|MTTP|42
Geremek M. et al. 2014|MUC13|MUC13|42
Geremek M. et al. 2014|MUC15|MUC15|42
Geremek M. et al. 2014|MUC4|MUC4|42
Geremek M. et al. 2014|MUC5AC|MUC5AC|42
Geremek M. et al. 2014|MUSTN1|MUSTN1|42
Geremek M. et al. 2014|MYH14|MYH14|42
Geremek M. et al. 2014|MYO1E|MYO1E|42
Geremek M. et al. 2014|NAGA|NAGA|42
Geremek M. et al. 2014|NAT14|NAT14|42
Geremek M. et al. 2014|NCALD|NCALD|42
Geremek M. et al. 2014|NEK10|NEK10|42
Geremek M. et al. 2014|NEK11|NEK11|42
Geremek M. et al. 2014|NEK3|NEK3|42
Geremek M. et al. 2014|NFAT5|NFAT5|42
Geremek M. et al. 2014|NFATC2IP|NFATC2IP|42
Geremek M. et al. 2014|NINL|NINL|42
Geremek M. et al. 2014|NOMO1|NOMO1|42
Geremek M. et al. 2014|NPAS2|NPAS2|42
Geremek M. et al. 2014|NPHP4|NPHP4|42
Geremek M. et al. 2014|NQO1|NQO1|42
Geremek M. et al. 2014|NSL1|NSL1|42
Geremek M. et al. 2014|NSUN7|NSUN7|42
Geremek M. et al. 2014|NUMA1|NUMA1|42
Geremek M. et al. 2014|NWD1|NWD1|42
Geremek M. et al. 2014|NXF2|NXF2|42
Geremek M. et al. 2014|OAZ3|OAZ3|42
Geremek M. et al. 2014|ODF1|ODF1|42
Geremek M. et al. 2014|ODF2|ODF2|42
Geremek M. et al. 2014|OS9|OS9|42
Geremek M. et al. 2014|OSBPL3|OSBPL3|42
Geremek M. et al. 2014|OTUD5|OTUD5|42
Geremek M. et al. 2014|OXTR|OXTR|42
Geremek M. et al. 2014|PACRG|PACRG|42
Geremek M. et al. 2014|PACS2|PACS2|42
Geremek M. et al. 2014|PANX2|PANX2|42
Geremek M. et al. 2014|PAPD5|PAPD5|42
Geremek M. et al. 2014|PAPPA|PAPPA|42
Geremek M. et al. 2014|CUL9|CUL9|42
Geremek M. et al. 2014|PASK|PASK|42
Geremek M. et al. 2014|PCDH7|PCDH7|42
Geremek M. et al. 2014|CFAP221|CFAP221|42
Geremek M. et al. 2014|PCSK5|PCSK5|42
Geremek M. et al. 2014|PDE7B|PDE7B|42
Geremek M. et al. 2014|PDIA4|PDIA4|42
Geremek M. et al. 2014|PGBD4|PGBD4|42
Geremek M. et al. 2014|PIGO|PIGO|42
Geremek M. et al. 2014|PKD2|PKD2|42
Geremek M. et al. 2014|PKIB|PKIB|42
Geremek M. et al. 2014|PKN1|PKN1|42
Geremek M. et al. 2014|PLCB2|PLCB2|42
Geremek M. et al. 2014|PLCH1|PLCH1|42
Geremek M. et al. 2014|PLEKHB1|PLEKHB1|42
Geremek M. et al. 2014|PLEKHG7|PLEKHG7|42
Geremek M. et al. 2014|PNLDC1|PNLDC1|42
Geremek M. et al. 2014|POLR2C|POLR2C|42
Geremek M. et al. 2014|PPP1R10|PPP1R10|42
Geremek M. et al. 2014|PRG2|PRG2|42
Geremek M. et al. 2014|PRICKLE2|PRICKLE2|42
Geremek M. et al. 2014|PRKAR2A|PRKAR2A|42
Geremek M. et al. 2014|PROC|PROC|42
Geremek M. et al. 2014|PROM1|PROM1|42
Geremek M. et al. 2014|PROS1|PROS1|42
Geremek M. et al. 2014|PRRT3|PRRT3|42
Geremek M. et al. 2014|PTAFR|PTAFR|42
Geremek M. et al. 2014|PTPRM|PTPRM|42
Geremek M. et al. 2014|PTPRT|PTPRT|42
Geremek M. et al. 2014|PTPRU|PTPRU|42
Geremek M. et al. 2014|PZP|PZP|42
Geremek M. et al. 2014|QSOX1|QSOX1|42
Geremek M. et al. 2014|RAB36|RAB36|42
Geremek M. et al. 2014|RABL2A|RABL2A|42
Geremek M. et al. 2014|RABL2B|RABL2B|42
Geremek M. et al. 2014|IFT22|IFT22|42
Geremek M. et al. 2014|AGER|AGER|42
Geremek M. et al. 2014|RBBP9|RBBP9|42
Geremek M. et al. 2014|RFX2|RFX2|42
Geremek M. et al. 2014|RGS22|RGS22|42
Geremek M. et al. 2014|RHPN1|RHPN1|42
Geremek M. et al. 2014|RNF150|RNF150|42
Geremek M. et al. 2014|MARCH10|MARCH10|42
Geremek M. et al. 2014|RNF41|RNF41|42
Geremek M. et al. 2014|RORB|RORB|42
Geremek M. et al. 2014|RPL32|RPL32|42
Geremek M. et al. 2014|RRAD|RRAD|42
Geremek M. et al. 2014|RRBP1|RRBP1|42
Geremek M. et al. 2014|RSPH10B|RSPH10B|42
Geremek M. et al. 2014|RYR3|RYR3|42
Geremek M. et al. 2014|S100A13|S100A13|42
Geremek M. et al. 2014|SAMD1|SAMD1|42
Geremek M. et al. 2014|SART3|SART3|42
Geremek M. et al. 2014|SCAMP5|SCAMP5|42
Geremek M. et al. 2014|SCARF2|SCARF2|42
Geremek M. et al. 2014|SCGB1A1|SCGB1A1|42
Geremek M. et al. 2014|SDK1|SDK1|42
Geremek M. et al. 2014|SEMA3A|SEMA3A|42
Geremek M. et al. 2014|SERPINB7|SERPINB7|42
Geremek M. et al. 2014|SERPINI2|SERPINI2|42
Geremek M. et al. 2014|SETX|SETX|42
Geremek M. et al. 2014|SEZ6L2|SEZ6L2|42
Geremek M. et al. 2014|SHANK2|SHANK2|42
Geremek M. et al. 2014|SIGIRR|SIGIRR|42
Geremek M. et al. 2014|SLC16A5|SLC16A5|42
Geremek M. et al. 2014|SLC1A4|SLC1A4|42
Geremek M. et al. 2014|SLC22A15|SLC22A15|42
Geremek M. et al. 2014|SLC22A5|SLC22A5|42
Geremek M. et al. 2014|SLC23A1|SLC23A1|42
Geremek M. et al. 2014|SLC35A2|SLC35A2|42
Geremek M. et al. 2014|SLC41A1|SLC41A1|42
Geremek M. et al. 2014|SLC46A3|SLC46A3|42
Geremek M. et al. 2014|SLC5A8|SLC5A8|42
Geremek M. et al. 2014|SLC6A16|SLC6A16|42
Geremek M. et al. 2014|SLC7A2|SLC7A2|42
Geremek M. et al. 2014|SMAP2|SMAP2|42
Geremek M. et al. 2014|SMG6|SMG6|42
Geremek M. et al. 2014|SMYD2|SMYD2|42
Geremek M. et al. 2014|SNCAIP|SNCAIP|42
Geremek M. et al. 2014|SOAT1|SOAT1|42
Geremek M. et al. 2014|SORD|SORD|42
Geremek M. et al. 2014|SPAG1|SPAG1|42
Geremek M. et al. 2014|SPAG17|SPAG17|42
Geremek M. et al. 2014|SPAG8|SPAG8|42
Geremek M. et al. 2014|SPATA18|SPATA18|42
Geremek M. et al. 2014|SPEF1|SPEF1|42
Geremek M. et al. 2014|SPEF2|SPEF2|42
Geremek M. et al. 2014|SRGAP2|SRGAP2|42
Geremek M. et al. 2014|SRGAP3|SRGAP3|42
Geremek M. et al. 2014|ST5|ST5|42
Geremek M. et al. 2014|STEAP2|STEAP2|42
Geremek M. et al. 2014|STEAP3|STEAP3|42
Geremek M. et al. 2014|STOML3|STOML3|42
Geremek M. et al. 2014|STRA6|STRA6|42
Geremek M. et al. 2014|STX5|STX5|42
Geremek M. et al. 2014|SULT1A2|SULT1A2|42
Geremek M. et al. 2014|SV2B|SV2B|42
Geremek M. et al. 2014|SVOPL|SVOPL|42
Geremek M. et al. 2014|SYNE2|SYNE2|42
Geremek M. et al. 2014|SYT7|SYT7|42
Geremek M. et al. 2014|HNF1B|HNF1B|42
Geremek M. et al. 2014|TCTE1|TCTE1|42
Geremek M. et al. 2014|TDP1|TDP1|42
Geremek M. et al. 2014|TEKT2|TEKT2|42
Geremek M. et al. 2014|TEKT3|TEKT3|42
Geremek M. et al. 2014|TGM3|TGM3|42
Geremek M. et al. 2014|THRA|THRA|42
Geremek M. et al. 2014|TMC5|TMC5|42
Geremek M. et al. 2014|TMEM189-UBE2V1|TMEM189-UBE2V1|42
Geremek M. et al. 2014|TMEM190|TMEM190|42
Geremek M. et al. 2014|TMEM45B|TMEM45B|42
Geremek M. et al. 2014|TMEM63B|TMEM63B|42
Geremek M. et al. 2014|TNFAIP8L1|TNFAIP8L1|42
Geremek M. et al. 2014|TNFSF4|TNFSF4|42
Geremek M. et al. 2014|TOB2|TOB2|42
Geremek M. et al. 2014|TPPP|TPPP|42
Geremek M. et al. 2014|TSNAXIP1|TSNAXIP1|42
Geremek M. et al. 2014|TSPYL4|TSPYL4|42
Geremek M. et al. 2014|CFAP70|CFAP70|42
Geremek M. et al. 2014|TTC21A|TTC21A|42
Geremek M. et al. 2014|TTC25|TTC25|42
Geremek M. et al. 2014|TTLL1|TTLL1|42
Geremek M. et al. 2014|TTLL10|TTLL10|42
Geremek M. et al. 2014|TTLL3|TTLL3|42
Geremek M. et al. 2014|TTLL9|TTLL9|42
Geremek M. et al. 2014|TUB|TUB|42
Geremek M. et al. 2014|TUBAL3|TUBAL3|42
Geremek M. et al. 2014|TUBB4B|TUBB4B|42
Geremek M. et al. 2014|UBQLNL|UBQLNL|42
Geremek M. et al. 2014|UBXN11|UBXN11|42
Geremek M. et al. 2014|UCK1|UCK1|42
Geremek M. et al. 2014|UCP2|UCP2|42
Geremek M. et al. 2014|UFD1L|UFD1L|42
Geremek M. et al. 2014|UGGT1|UGGT1|42
Geremek M. et al. 2014|ULK2|ULK2|42
Geremek M. et al. 2014|USP2|USP2|42
Geremek M. et al. 2014|USP34|USP34|42
Geremek M. et al. 2014|VLDLR|VLDLR|42
Geremek M. et al. 2014|VNN3|VNN3|42
Geremek M. et al. 2014|VPS39|VPS39|42
Geremek M. et al. 2014|VSTM2L|VSTM2L|42
Geremek M. et al. 2014|VWA3B|VWA3B|42
Geremek M. et al. 2014|WDR19|WDR19|42
Geremek M. et al. 2014|WDR38|WDR38|42
Geremek M. et al. 2014|WDR63|WDR63|42
Geremek M. et al. 2014|WDR66|WDR66|42
Geremek M. et al. 2014|WDR78|WDR78|42
Geremek M. et al. 2014|WDR86|WDR86|42
Geremek M. et al. 2014|WDR93|WDR93|42
Geremek M. et al. 2014|WFDC2|WFDC2|42
Geremek M. et al. 2014|WFDC6|WFDC6|42
Geremek M. et al. 2014|WFS1|WFS1|42
Geremek M. et al. 2014|WNK1|WNK1|42
Geremek M. et al. 2014|WWC1|WWC1|42
Geremek M. et al. 2014|XYLT1|XYLT1|42
Geremek M. et al. 2014|MAP3K19|MAP3K19|42
Geremek M. et al. 2014|ZBTB20|ZBTB20|42
Geremek M. et al. 2014|ZDHHC23|ZDHHC23|42
Geremek M. et al. 2014|ZFHX2|ZFHX2|42
Geremek M. et al. 2014|ZNF106|ZNF106|42
Geremek M. et al. 2014|ZMYND10|ZMYND10|42
Geremek M. et al. 2014|ZNF3|ZNF3|42
Geremek M. et al. 2014|ZNF468|ZNF468|42
Geremek M. et al. 2014|ZNF574|ZNF574|42
Geremek M. et al. 2014|ZNF584|ZNF584|42
Geremek M. et al. 2014|ZNF626|ZNF626|42
Geremek M. et al. 2014|ZNF648|ZNF648|42
Jakobsen L. et al.|FBF1|FBF1|43
Jakobsen L. et al.|AATF|AATF|43
Jakobsen L. et al.|AK5|AK5|43
Jakobsen L. et al.|AKAP9|AKAP9|43
Jakobsen L. et al.|ALPK1|ALPK1|43
Jakobsen L. et al.|AURKA|AURKA|43
Jakobsen L. et al.|CEP131|CEP131|43
Jakobsen L. et al.|BARHL1|BARHL1|43
Jakobsen L. et al.|BCAR3|BCAR3|43
Jakobsen L. et al.|BMX|BMX|43
Jakobsen L. et al.|BRMS1|BRMS1|43
Jakobsen L. et al.|BTN3A3|BTN3A3|43
Jakobsen L. et al.|CEP128|CEP128|43
Jakobsen L. et al.|BBOF1|BBOF1|43
Jakobsen L. et al.|AUNIP|AUNIP|43
Jakobsen L. et al.|SPATC1L|SPATC1L|43
Jakobsen L. et al.|C2orf74|C2orf74|43
Jakobsen L. et al.|CEP85L|CEP85L|43
Jakobsen L. et al.|TTI2|TTI2|43
Jakobsen L. et al.|CYSRT1|CYSRT1|43
Jakobsen L. et al.|CAMKV|CAMKV|43
Jakobsen L. et al.|CASP8|CASP8|43
Jakobsen L. et al.|CEP89|CEP89|43
Jakobsen L. et al.|CCDC14|CCDC14|43
Jakobsen L. et al.|CEP85|CEP85|43
Jakobsen L. et al.|CEP95|CEP95|43
Jakobsen L. et al.|CEP112|CEP112|43
Jakobsen L. et al.|CCNB2|CCNB2|43
Jakobsen L. et al.|CD300E|CD300E|43
Jakobsen L. et al.|CDC14A|CDC14A|43
Jakobsen L. et al.|CDC45|CDC45|43
Jakobsen L. et al.|CENPJ|CENPJ|43
Jakobsen L. et al.|CEP57|CEP57|43
Jakobsen L. et al.|CEP97|CEP97|43
Jakobsen L. et al.|CHGB|CHGB|43
Jakobsen L. et al.|CHST15|CHST15|43
Jakobsen L. et al.|CILP|CILP|43
Jakobsen L. et al.|CKAP2|CKAP2|43
Jakobsen L. et al.|CLIP1|CLIP1|43
Jakobsen L. et al.|CNTN2|CNTN2|43
Jakobsen L. et al.|CNTNAP2|CNTNAP2|43
Jakobsen L. et al.|CNTROB|CNTROB|43
Jakobsen L. et al.|CPA4|CPA4|43
Jakobsen L. et al.|CROCC|CROCC|43
Jakobsen L. et al.|CYB5B|CYB5B|43
Jakobsen L. et al.|DCTN6|DCTN6|43
Jakobsen L. et al.|DDAH2|DDAH2|43
Jakobsen L. et al.|DDHD2|DDHD2|43
Jakobsen L. et al.|DLGAP5|DLGAP5|43
Jakobsen L. et al.|DNAL4|DNAL4|43
Jakobsen L. et al.|DYNC1H1|DYNC1H1|43
Jakobsen L. et al.|EMILIN1|EMILIN1|43
Jakobsen L. et al.|ENGASE|ENGASE|43
Jakobsen L. et al.|FAM161A|FAM161A|43
Jakobsen L. et al.|FHIT|FHIT|43
Jakobsen L. et al.|FLII|FLII|43
Jakobsen L. et al.|FRMD4B|FRMD4B|43
Jakobsen L. et al.|FRMD5|FRMD5|43
Jakobsen L. et al.|FRMD8|FRMD8|43
Jakobsen L. et al.|G6PD|G6PD|43
Jakobsen L. et al.|GALNTL5|GALNTL5|43
Jakobsen L. et al.|RAP1GAP2|RAP1GAP2|43
Jakobsen L. et al.|GC|GC|43
Jakobsen L. et al.|GP1BA|GP1BA|43
Jakobsen L. et al.|HAUS6|HAUS6|43
Jakobsen L. et al.|HIPK1|HIPK1|43
Jakobsen L. et al.|HIPK2|HIPK2|43
Jakobsen L. et al.|HLA-DQA2|HLA-DQA2|43
Jakobsen L. et al.|HNF4G|HNF4G|43
Jakobsen L. et al.|HSD17B14|HSD17B14|43
Jakobsen L. et al.|IFT81|IFT81|43
Jakobsen L. et al.|IL17RB|IL17RB|43
Jakobsen L. et al.|IL1RL1|IL1RL1|43
Jakobsen L. et al.|IL1RN|IL1RN|43
Jakobsen L. et al.|IRAK1BP1|IRAK1BP1|43
Jakobsen L. et al.|KCNJ3|KCNJ3|43
Jakobsen L. et al.|KEAP1|KEAP1|43
Jakobsen L. et al.|KIAA0319|KIAA0319|43
Jakobsen L. et al.|KIAA0586|KIAA0586|43
Jakobsen L. et al.|KIAA0753|KIAA0753|43
Jakobsen L. et al.|KIAA1107|KIAA1107|43
Jakobsen L. et al.|KIF2A|KIF2A|43
Jakobsen L. et al.|KNG1|KNG1|43
Jakobsen L. et al.|LGI2|LGI2|43
Jakobsen L. et al.|LMTK2|LMTK2|43
Jakobsen L. et al.|LRRC45|LRRC45|43
Jakobsen L. et al.|MAPRE1|MAPRE1|43
Jakobsen L. et al.|MARK1|MARK1|43
Jakobsen L. et al.|MCM3|MCM3|43
Jakobsen L. et al.|MDH1|MDH1|43
Jakobsen L. et al.|MIB1|MIB1|43
Jakobsen L. et al.|CENPU|CENPU|43
Jakobsen L. et al.|MPHOSPH9|MPHOSPH9|43
Jakobsen L. et al.|MTMR11|MTMR11|43
Jakobsen L. et al.|MYO5A|MYO5A|43
Jakobsen L. et al.|MYOF|MYOF|43
Jakobsen L. et al.|NAV1|NAV1|43
Jakobsen L. et al.|NDE1|NDE1|43
Jakobsen L. et al.|NDRG2|NDRG2|43
Jakobsen L. et al.|OAZ1|OAZ1|43
Jakobsen L. et al.|ODF2|ODF2|43
Jakobsen L. et al.|OTUD5|OTUD5|43
Jakobsen L. et al.|PAFAH1B1|PAFAH1B1|43
Jakobsen L. et al.|PAN3|PAN3|43
Jakobsen L. et al.|PCDH19|PCDH19|43
Jakobsen L. et al.|PCDHB10|PCDHB10|43
Jakobsen L. et al.|PCDHB15|PCDHB15|43
Jakobsen L. et al.|PCM1|PCM1|43
Jakobsen L. et al.|PCNT|PCNT|43
Jakobsen L. et al.|PCYT2|PCYT2|43
Jakobsen L. et al.|PDE4DIP|PDE4DIP|43
Jakobsen L. et al.|PDPN|PDPN|43
Jakobsen L. et al.|PLA2G6|PLA2G6|43
Jakobsen L. et al.|PLBD2|PLBD2|43
Jakobsen L. et al.|PNPLA7|PNPLA7|43
Jakobsen L. et al.|PPAN-P2RY11|PPAN-P2RY11|43
Jakobsen L. et al.|PRICKLE3|PRICKLE3|43
Jakobsen L. et al.|PRKACB|PRKACB|43
Jakobsen L. et al.|PRKAR2B|PRKAR2B|43
Jakobsen L. et al.|PSMB4|PSMB4|43
Jakobsen L. et al.|PTAR1|PTAR1|43
Jakobsen L. et al.|RAPH1|RAPH1|43
Jakobsen L. et al.|RBM39|RBM39|43
Jakobsen L. et al.|ROBO2|ROBO2|43
Jakobsen L. et al.|RSPO2|RSPO2|43
Jakobsen L. et al.|RYR2|RYR2|43
Jakobsen L. et al.|SCAMP3|SCAMP3|43
Jakobsen L. et al.|SCNN1B|SCNN1B|43
Jakobsen L. et al.|SERPINB6|SERPINB6|43
Jakobsen L. et al.|SHD|SHD|43
Jakobsen L. et al.|SLA|SLA|43
Jakobsen L. et al.|SLAIN1|SLAIN1|43
Jakobsen L. et al.|SLAIN2|SLAIN2|43
Jakobsen L. et al.|SLC13A3|SLC13A3|43
Jakobsen L. et al.|SLC31A1|SLC31A1|43
Jakobsen L. et al.|SLC7A3|SLC7A3|43
Jakobsen L. et al.|TCL1A|TCL1A|43
Jakobsen L. et al.|TECTA|TECTA|43
Jakobsen L. et al.|TMEM132C|TMEM132C|43
Jakobsen L. et al.|TNFAIP3|TNFAIP3|43
Jakobsen L. et al.|TNRC6B|TNRC6B|43
Jakobsen L. et al.|TOM1|TOM1|43
Jakobsen L. et al.|TRAF5|TRAF5|43
Jakobsen L. et al.|TRIM13|TRIM13|43
Jakobsen L. et al.|TRIM38|TRIM38|43
Jakobsen L. et al.|TSPAN10|TSPAN10|43
Jakobsen L. et al.|TWSG1|TWSG1|43
Jakobsen L. et al.|HAUS7|HAUS7|43
Jakobsen L. et al.|VAV3|VAV3|43
Jakobsen L. et al.|WDR60|WDR60|43
Jakobsen L. et al.|TBC1D31|TBC1D31|43
Jakobsen L. et al.|ZDHHC24|ZDHHC24|43
Jakobsen L. et al.|ZDHHC3|ZDHHC3|43
Jakobsen L. et al.|ZFAND1|ZFAND1|43
Jakobsen L. et al.|ZNF112|ZNF112|43
Jakobsen L. et al.|ZNF701|ZNF701|43
Kim J. et al.|ACTL6A|ACTL6A|44
Kim J. et al.|ALX3|ALX3|44
Kim J. et al.|BIRC3|BIRC3|44
Kim J. et al.|BFSP1|BFSP1|44
Kim J. et al.|CDKN2B|CDKN2B|44
Kim J. et al.|CSNK1A1|CSNK1A1|44
Kim J. et al.|CST5|CST5|44
Kim J. et al.|DDOST|DDOST|44
Kim J. et al.|MEGF6|MEGF6|44
Kim J. et al.|FBL|FBL|44
Kim J. et al.|FAAH|FAAH|44
Kim J. et al.|GEM|GEM|44
Kim J. et al.|GGT5|GGT5|44
Kim J. et al.|GSN|GSN|44
Kim J. et al.|GUCY1A2|GUCY1A2|44
Kim J. et al.|HABP2|HABP2|44
Kim J. et al.|IBSP|IBSP|44
Kim J. et al.|ICAM1|ICAM1|44
Kim J. et al.|KLC1|KLC1|44
Kim J. et al.|KIFC1|KIFC1|44
Kim J. et al.|L1CAM|L1CAM|44
Kim J. et al.|LCAT|LCAT|44
Kim J. et al.|LRP3|LRP3|44
Kim J. et al.|LRP4|LRP4|44
Kim J. et al.|TACSTD2|TACSTD2|44
Kim J. et al.|MARCKS|MARCKS|44
Kim J. et al.|MAP4|MAP4|44
Kim J. et al.|MSI1|MSI1|44
Kim J. et al.|MX2|MX2|44
Kim J. et al.|MYH10|MYH10|44
Kim J. et al.|PCSK6|PCSK6|44
Kim J. et al.|PCMT1|PCMT1|44
Kim J. et al.|PIK3CB|PIK3CB|44
Kim J. et al.|PIK3CG|PIK3CG|44
Kim J. et al.|FXYD3|FXYD3|44
Kim J. et al.|PLS3|PLS3|44
Kim J. et al.|PPP2CB|PPP2CB|44
Kim J. et al.|PRKAA2|PRKAA2|44
Kim J. et al.|PRPH|PRPH|44
Kim J. et al.|NECTIN2|NECTIN2|44
